Nazwa,ID,Fabryka,Pakowanie,Waga Paczki,Waga Jednostki,Cena katalogowa,Cena zakupu,Cena Detal Fabryka,Cena Detal Plac,Cena Wykonawcy Fabryka,Cena Wykonawcy Plac,Cena Hurt Fabryka,Cena Hurt Plac,Czy Kurier,Cena Kurier,Towar Niedostępny,Przewidywany czas dostępnosci,Uwagi,Sprzedaz jednostkowa,Szerokosc,Na Promocji,Na Palecie,Czy Koszt Sprzedazy,wpid,,
Mogielica 60MP Joniec - piaskowy łupany,868,JONIEC,96,1.18,0.012291666666667,11,49,8,16,10.2,10.8,9.8,10.4,9.4,10,,0,,2021-12-23 00:00:00,,1,0,,1,,17377
Mogielica 60MP Joniec - piryt łupany,869,JONIEC,96,1.18,0.012291666666667,11,49,8,16,10.2,10.8,9.8,10.4,9.4,10,,0,,2021-12-23 00:00:00,,1,0,,1,,17378
Mogielica 60MP Joniec - vera łupany,870,JONIEC,96,1.18,0.012291666666667,11,49,8,16,10.2,10.8,9.8,10.4,9.4,10,,0,,2021-12-23 00:00:00,,1,0,,1,,17379
Mogielica 56MN Joniec - onyx łupany,871,JONIEC,96,1.11,0.0115625,12,62,8,96,11.2,11.8,10.8,11.4,10.4,11,,0,,2021-12-23 00:00:00,,1,0,,1,,17382
Mogielica 56MN Joniec - bronzyt łupany,872,JONIEC,96,1.11,0.0115625,12,62,8,96,11.2,11.8,10.8,11.4,10.4,11,,0,,2021-12-23 00:00:00,,1,0,,1,,17383
Mogielica 56MN Joniec - czarny łupany,873,JONIEC,96,1.11,0.0115625,12,62,8,96,11.2,11.8,10.8,11.4,10.4,11,,0,,2021-12-23 00:00:00,,1,0,,1,,17384
Mogielica 56MN Joniec - piaskowy łupany,874,JONIEC,96,1.11,0.0115625,12,62,8,96,11.2,11.8,10.8,11.4,10.4,11,,0,,2021-12-23 00:00:00,,1,0,,1,,17385
Mogielica 56MN Joniec - piryt łupany,875,JONIEC,96,1.11,0.0115625,12,62,8,96,11.2,11.8,10.8,11.4,10.4,11,,0,,2021-12-23 00:00:00,,1,0,,1,,17386
Mogielica 56MN Joniec - vera łupany,876,JONIEC,96,1.11,0.0115625,12,62,8,96,11.2,11.8,10.8,11.4,10.4,11,,0,,2021-12-23 00:00:00,,1,0,,1,,17387
Rio RIO10 Joniec - onyx łupany,877,JONIEC,80,1.3,0.01625,16,51,11,72,14.1,14.9,13.5,14.3,12.9,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,,17392
Rio RIO10 Joniec - piryt łupany,878,JONIEC,80,1.3,0.01625,16,51,11,72,14.1,14.9,13.5,14.3,12.9,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,,17393
Proflor DK40 Joniec - czerwony utwardzany,879,JONIEC,36,0.89,0.024722222222222,19,84,14,9,17.7,19.3,17,18.6,16.3,17.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17405
Proflor DK40 Joniec - grafitowy utwardzany,880,JONIEC,36,0.89,0.024722222222222,19,84,14,9,17.7,19.3,17,18.6,16.3,17.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17406
Proflor DK40 Joniec - szary utwardzany,881,JONIEC,36,0.89,0.024722222222222,17,84,12,67,15.9,17.5,15.3,16.9,14.6,16.2,,0,,2021-12-23 00:00:00,,1,0,,1,,17407
Moonoflor DMP Joniec - czerwony utwardzany,882,JONIEC,72,0.86,0.011944444444444,10,54,7,48,9.4,10.2,9,9.8,8.7,9.5,,0,,2021-12-23 00:00:00,,1,0,,1,,17408
Moonoflor DMP Joniec - grafitowy utwardzany,883,JONIEC,72,0.86,0.011944444444444,10,54,7,48,9.4,10.2,9,9.8,8.7,9.5,,0,,2021-12-23 00:00:00,,1,0,,1,,17409
Moonoflor DMP Joniec - szary utwardzany,884,JONIEC,72,0.86,0.011944444444444,10,14,7,2,9,9.8,8.7,9.5,8.3,9.1,,0,,2021-12-23 00:00:00,,1,0,,1,,17410
PRIMO 100x80x5 - basalt,885,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17594
PRIMO 100x80x5 - grafit_primo,886,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17595
PRIMO 100x80x5 - gray,887,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17596
PRIMO 100x80x5 - grid,888,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17597
PRIMO 100x80x5 - sand,889,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17598
PRIMO 80x80x5 - basalt,890,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17600
PRIMO 80x80x5 - grafit_primo,891,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17601
PRIMO 80x80x5 - grid,892,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17602
PRIMO 80x80x5 - sand,893,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17603
PRIMO 80x80x5 - grey,894,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17604
DEKO 60x60x4 KOST-BET - K.01,895,KOST-BET,26,0.92,0.035384615384615,123,77,121,17,135.5,140.1,126.7,131.3,121.2,125.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17623
DEKO 60x60x4 KOST-BET - K.02,896,KOST-BET,26,0.92,0.035384615384615,123,77,121,17,135.5,140.1,126.7,131.3,121.2,125.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17624
DEKO 60x60x4 KOST-BET - M.01,897,KOST-BET,26,0.92,0.035384615384615,123,77,121,17,135.5,140.1,126.7,131.3,121.2,125.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17625
DEKO 60x60x4 KOST-BET - M.02,898,KOST-BET,26,0.92,0.035384615384615,123,77,121,17,135.5,140.1,126.7,131.3,121.2,125.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17626
DEKO 60x60x4 KOST-BET - R.01,899,KOST-BET,26,0.92,0.035384615384615,123,77,121,17,135.5,140.1,126.7,131.3,121.2,125.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17627
DEKO 60x60x4 KOST-BET - R.02,900,KOST-BET,26,0.92,0.035384615384615,123,77,121,17,135.5,140.1,126.7,131.3,121.2,125.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17628
MARMO 80x80x5 - Gawi,901,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17646
MARMO 80x80x5 - lipari,902,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17647
MARMO 80x80x5 - poza,903,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17648
MARMO 80x80x5 - Kapri,904,KOST-BET,6,0.48,0.08,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17649
MARMO 100x80x5 - Gawi,905,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17652
MARMO 100x80x5 - lipari,906,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17653
MARMO 100x80x5 - poza,907,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17654
MARMO 100x80x5 - Kapri,908,KOST-BET,6,0.61,0.10166666666667,312,54,305,97,342.2,362.2,319.9,339.9,306,326,,0,,2021-12-23 00:00:00,,1,0,,1,,17655
NATURO 80x40x4 KOST-BET - alabastro,909,KOST-BET,26,0.84,0.032307692307692,95,25,93,25,104.3,108.9,97.5,102.1,93.3,97.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17664
NATURO 80x40x4 KOST-BET - antyk,910,KOST-BET,26,0.84,0.032307692307692,95,25,93,25,104.3,108.9,97.5,102.1,93.3,97.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17665
NATURO 80x40x4 KOST-BET - carmel,911,KOST-BET,26,0.84,0.032307692307692,95,25,93,25,104.3,108.9,97.5,102.1,93.3,97.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17666
NATURO 80x40x4 KOST-BET - oro,912,KOST-BET,26,0.84,0.032307692307692,95,25,93,25,104.3,108.9,97.5,102.1,93.3,97.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17667
NATURO 80x40x4 KOST-BET - polar,913,KOST-BET,26,0.84,0.032307692307692,95,25,93,25,104.3,108.9,97.5,102.1,93.3,97.9,,0,,2021-12-23 00:00:00,,1,0,,1,,17668
DEKO 80x80x5 KOST-BET - K.01,914,KOST-BET,6,0.61,0.10166666666667,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17670
DEKO 80x80x5 KOST-BET - K.02,915,KOST-BET,6,0.61,0.10166666666667,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17671
DEKO 80x80x5 KOST-BET - M.01,916,KOST-BET,6,0.61,0.10166666666667,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17672
DEKO 80x80x5 KOST-BET - M.02,917,KOST-BET,6,0.61,0.10166666666667,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17673
DEKO 80x80x5 KOST-BET - R.01,918,KOST-BET,6,0.61,0.10166666666667,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17674
DEKO 80x80x5 KOST-BET - R.02,919,KOST-BET,6,0.61,0.10166666666667,250,3,244,77,273.8,293.8,256,276,244.8,264.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17675
Moonoflor DM Joniec - czerwony utwardzany,920,JONIEC,40,1,0.025,19,84,14,9,17.7,19.2,17,18.5,16.3,17.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17718
Moonoflor DM Joniec - grafitowy utwardzany,921,JONIEC,40,1,0.025,19,84,14,9,17.7,19.2,17,18.5,16.3,17.8,,0,,2021-12-23 00:00:00,,1,0,,1,,17719
Moonoflor DM Joniec - szary utwardzany,922,JONIEC,40,1,0.025,17,84,12,67,15.9,17.4,15.3,16.8,14.6,16.1,,0,,2021-12-23 00:00:00,,1,0,,1,,17720
Stone PL19 Joniec - getyt_,923,JONIEC,288,1.15,0.0039930555555556,2,83,2,1,2.5,2.7,2.4,2.6,2.3,2.5,,0,,2021-12-23 00:00:00,,1,0,,1,,17741
Stone PL19 Joniec - onyx_,924,JONIEC,288,1.15,0.0039930555555556,2,83,2,1,2.5,2.7,2.4,2.6,2.3,2.5,,0,,2021-12-23 00:00:00,,1,0,,1,,17742
Stone PL19 Joniec - piryt_,925,JONIEC,288,1.15,0.0039930555555556,2,83,2,1,2.5,2.7,2.4,2.6,2.3,2.5,,0,,2021-12-23 00:00:00,,1,0,,1,,17743
Stone PL19 Joniec - silver_,926,JONIEC,288,1.15,0.0039930555555556,2,83,2,1,2.5,2.7,2.4,2.6,2.3,2.5,,0,,2021-12-23 00:00:00,,1,0,,1,,17744
Ażur duży 40x60x10 - grafitowy,927,KOST-BET,50,1.32,0.0264,18,92,13,53,15.2,17.6,14.2,16.6,13.6,16,,0,,2021-12-23 00:00:00,,1,0,,1,,17871
Ażur duży 40x60x10 - szary,928,KOST-BET,50,1.32,0.0264,17,20,12,3,13.8,16.2,12.9,15.3,12.3,14.7,,0,,2021-12-23 00:00:00,,1,0,,1,,17872
Ażur duży 40x60x10 - brązowy,929,KOST-BET,50,1.32,0.0264,18,92,13,53,15.2,17.6,14.2,16.6,13.6,16,,0,,2021-12-23 00:00:00,,1,0,,1,,17873
Eko DECO - frappe,930,KOST-BET,28,1.35,0.048214285714286,42,20,34,82,39,43.3,36.4,40.7,34.9,39.2,,0,,2021-12-23 00:00:00,,1,0,,1,,17915
Eko DECO - grafitowy,931,KOST-BET,28,1.35,0.048214285714286,37,52,30,95,34.7,39,32.4,36.7,31,35.3,,0,,2021-12-23 00:00:00,,1,0,,1,,17916
Eko DECO - szary,932,KOST-BET,28,1.35,0.048214285714286,34,38,28,36,31.8,36.1,29.7,34,28.4,32.7,,0,,2021-12-23 00:00:00,,1,0,,1,,17917
Daszek MEDIUM 80x20x8 - biały_k,933,KOST-BET,40,1.19,0.02975,140,65,123,76,125.9,128.9,117.7,120.7,112.6,115.6,,0,,2021-12-23 00:00:00,,1,0,,1,,17982
Daszek MEDIUM 80x20x8 - frappe,934,KOST-BET,40,1.19,0.02975,140,65,123,76,125.9,128.9,117.7,120.7,112.6,115.6,,0,,2021-12-23 00:00:00,,1,0,,1,,17983
Daszek MEDIUM 80x20x8 - marago,935,KOST-BET,40,1.19,0.02975,140,65,123,76,125.9,128.9,117.7,120.7,112.6,115.6,,0,,2021-12-23 00:00:00,,1,0,,1,,17984
Daszek MEDIUM 80x20x8 - grafitowy,936,KOST-BET,40,1.19,0.02975,140,65,123,76,125.9,128.9,117.7,120.7,112.6,115.6,,0,,2021-12-23 00:00:00,,1,0,,1,,17985
Daszek MEDIUM 80x20x8 - szary,937,KOST-BET,40,1.19,0.02975,140,65,123,76,125.9,128.9,117.7,120.7,112.6,115.6,,0,,2021-12-23 00:00:00,,1,0,,1,,17986
Obrzeże palisadowe Kwadrat - brązowy,938,KOST-BET,44,1.02,0.023181818181818,23,2,16,59,18.6,21.4,17.4,20.2,16.6,19.4,,0,,2021-12-23 00:00:00,,1,0,,1,,17994
Obrzeże palisadowe Kwadrat - grafitowy,939,KOST-BET,44,1.02,0.023181818181818,23,2,16,59,18.6,21.4,17.4,20.2,16.6,19.4,,0,,2021-12-23 00:00:00,,1,0,,1,,17996
Obrzeże palisadowe Kwadrat - szary,940,KOST-BET,44,1.02,0.023181818181818,19,77,14,13,15.9,18.7,14.8,17.6,14.2,17,,0,,2021-12-23 00:00:00,,1,0,,1,,17997
Obrzeże dekoracyjne ROYAL - biały_k,941,KOST-BET,36,0.88,0.024444444444444,29,7,21,23,23.8,27.2,22.3,25.7,21.3,24.7,,0,,2021-12-23 00:00:00,,1,0,,1,,18003
Obrzeże dekoracyjne ROYAL - frappe,942,KOST-BET,36,0.88,0.024444444444444,31,25,22,35,25,28.4,23.4,26.8,22.4,25.8,,0,,2021-12-23 00:00:00,,1,0,,1,,18004
Obrzeże dekoracyjne ROYAL - grafitowy,943,KOST-BET,36,0.88,0.024444444444444,23,46,16,78,18.8,22.2,17.6,21,16.8,20.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18005
Obrzeże dekoracyjne ROYAL - szary,944,KOST-BET,36,0.88,0.024444444444444,20,32,14,53,16.3,19.7,15.2,18.6,14.6,18,,0,,2021-12-23 00:00:00,,1,0,,1,,18006
Linea Trawertyn 50x25x4 cm - trawertyn jasnoszary,945,KOST-BET,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,18009,,
Linea Trawertyn 50x25x4 cm - trawertyn beżowy,946,KOST-BET,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,18010,,
Ogrodzenie MEDIUM 80x20x25 - grafitowy,947,KOST-BET,15,0.86,0.057333333333333,140,65,123,76,124.3,132.3,116.2,124.2,111.2,119.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18012
Ogrodzenie MEDIUM 80x20x25 - marago,948,KOST-BET,15,0.86,0.057333333333333,140,65,123,76,124.3,132.3,116.2,124.2,111.2,119.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18013
Ogrodzenie MEDIUM 80x20x25 - frappe,949,KOST-BET,15,0.86,0.057333333333333,140,65,123,76,124.3,132.3,116.2,124.2,111.2,119.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18014
Ogrodzenie MEDIUM 80x20x25 - biały_k,950,KOST-BET,15,0.86,0.057333333333333,140,65,123,76,124.3,132.3,116.2,124.2,111.2,119.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18015
Ogrodzenie MEDIUM 80x20x25 - szary,951,KOST-BET,15,0.86,0.057333333333333,140,65,123,76,124.3,132.3,116.2,124.2,111.2,119.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18016
Mogielica 30MN Joniec - onyx łupany,952,JONIEC,192,0.77,0.0040104166666667,7,62,5,41,6.8,7.1,6.5,6.8,6.3,6.6,,0,,2021-12-23 00:00:00,,1,0,,1,,18017
Mogielica 30MN Joniec - bronzyt łupany,953,JONIEC,192,0.77,0.0040104166666667,7,62,5,41,6.8,7.1,6.5,6.8,6.3,6.6,,0,,2021-12-23 00:00:00,,1,0,,1,,18018
Mogielica 30MN Joniec - czarny łupany,954,JONIEC,192,0.77,0.0040104166666667,7,62,5,41,6.8,7.1,6.5,6.8,6.3,6.6,,0,,2021-12-23 00:00:00,,1,0,,1,,18019
Mogielica 30MN Joniec - piaskowy łupany,955,JONIEC,192,0.77,0.0040104166666667,7,62,5,41,6.8,7.1,6.5,6.8,6.3,6.6,,0,,2021-12-23 00:00:00,,1,0,,1,,18020
Mogielica 30MN Joniec - piryt łupany,956,JONIEC,192,0.77,0.0040104166666667,7,62,5,41,6.8,7.1,6.5,6.8,6.3,6.6,,0,,2021-12-23 00:00:00,,1,0,,1,,18021
Mogielica 30MN Joniec - vera łupany,957,JONIEC,192,0.77,0.0040104166666667,7,62,5,41,6.8,7.1,6.5,6.8,6.3,6.6,,0,,2021-12-23 00:00:00,,1,0,,1,,18022
Palisada Stone PLM Joniec - czarny_,958,JONIEC,324,1.13,0.0034876543209877,2,94,2,9,2.7,2.9,2.6,2.8,2.5,2.7,,0,,2021-12-23 00:00:00,,1,0,,1,,18028
Palisada Stone PLM Joniec - silver_,959,JONIEC,324,1.13,0.0034876543209877,2,94,2,9,2.7,2.9,2.6,2.8,2.5,2.7,,0,,2021-12-23 00:00:00,,1,0,,1,,18029
Palisada Stone PLM Joniec - piryt_,960,JONIEC,324,1.13,0.0034876543209877,2,94,2,9,2.7,2.9,2.6,2.8,2.5,2.7,,0,,2021-12-23 00:00:00,,1,0,,1,,18031
Palisada Stone PLM Joniec - onyx_,961,JONIEC,324,1.13,0.0034876543209877,2,94,2,9,2.7,2.9,2.6,2.8,2.5,2.7,,0,,2021-12-23 00:00:00,,1,0,,1,,18034
Palisada Stone PLL Joniec - bronzyt_,962,JONIEC,220,1.16,0.0052727272727273,5,63,4,5,5.3,4.8,5.1,4.6,4.9,,0,,2021-12-23 00:00:00,,1,0,,1,,18041,
Palisada Stone PLL Joniec - piryt_,963,JONIEC,220,1.16,0.0052727272727273,5,63,4,5,5.3,4.8,5.1,4.6,4.9,,0,,2021-12-23 00:00:00,,1,0,,1,,18042,
Palisada Stone PL50 Joniec - czarny_,964,JONIEC,120,1.2,0.01,15,34,10,89,13.7,14.2,13.1,13.6,12.6,13.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18045
Palisada Stone PL50 Joniec - onyx_,965,JONIEC,120,1.2,0.01,15,34,10,89,13.7,14.2,13.1,13.6,12.6,13.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18046
Palisada Stone PL50 Joniec - piryt_,966,JONIEC,120,1.2,0.01,15,34,10,89,13.7,14.2,13.1,13.6,12.6,13.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18047
Palisada Stone PL34 Joniec - czarny_,967,JONIEC,180,1.26,0.007,5,63,4,5,5.4,4.8,5.2,4.6,5,,0,,2021-12-23 00:00:00,,1,0,,1,,18051,
Palisada Stone PL34 Joniec - getyt_,968,JONIEC,180,1.26,0.007,5,63,4,5,5.4,4.8,5.2,4.6,5,,0,,2021-12-23 00:00:00,,1,0,,1,,18052,
Palisada Stone PL34 Joniec - onyx_,969,JONIEC,180,1.26,0.007,5,63,4,5,5.4,4.8,5.2,4.6,5,,0,,2021-12-23 00:00:00,,1,0,,1,,18053,
Palisada Stone PL34 Joniec - piryt_,970,JONIEC,180,1.26,0.007,5,63,4,5,5.4,4.8,5.2,4.6,5,,0,,2021-12-23 00:00:00,,1,0,,1,,18054,
Palisada Stone PL34 Joniec - silver_,971,JONIEC,180,1.26,0.007,5,63,4,5,5.4,4.8,5.2,4.6,5,,0,,2021-12-23 00:00:00,,1,0,,1,,18055,
Palisada Stone PL34 Joniec - piaskowy łamany,972,JONIEC,180,1.26,0.007,5,63,4,5,5.4,4.8,5.2,4.6,5,,0,,2021-12-23 00:00:00,,1,0,,1,,18056,
GRANO 80x40x4 - biały płukany_k,973,KOST-BET,26,0.8,0.030769230769231,46,89,34,55,38.7,43.3,36.2,40.8,34.6,39.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18251
GRANO 80x40x4 - grafit płukany_k,974,KOST-BET,26,0.8,0.030769230769231,46,89,34,55,38.7,43.3,36.2,40.8,34.6,39.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18252
GRANO 80x40x4 - szary płukany_k,975,KOST-BET,26,0.8,0.030769230769231,46,89,34,55,38.7,43.3,36.2,40.8,34.6,39.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18253
GRANO 80x40x4 - łosoś_k,976,KOST-BET,26,0.8,0.030769230769231,46,89,34,55,38.7,43.3,36.2,40.8,34.6,39.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18254
GRANO 80x40x4 - żółto - kremowy_k,977,KOST-BET,26,0.8,0.030769230769231,46,89,34,55,38.7,43.3,36.2,40.8,34.6,39.2,,0,,2021-12-23 00:00:00,,1,0,,1,,18255
GRANO 60x60x4 - biały płukany_k,978,KOST-BET,26,0.88,0.033846153846154,48,45,35,71,40,44.6,37.4,42,35.8,40.4,,0,,2021-12-23 00:00:00,,1,0,,1,,18257
GRANO 60x60x4 - grafit płukany_k,979,KOST-BET,26,0.88,0.033846153846154,48,45,35,71,40,44.6,37.4,42,35.8,40.4,,0,,2021-12-23 00:00:00,,1,0,,1,,18258
GRANO 60x60x4 - szary płukany_k,980,KOST-BET,26,0.88,0.033846153846154,48,45,35,71,40,44.6,37.4,42,35.8,40.4,,0,,2021-12-23 00:00:00,,1,0,,1,,18259
GRANO 60x60x4 - łosoś_k,981,KOST-BET,26,0.88,0.033846153846154,48,45,35,71,40,44.6,37.4,42,35.8,40.4,,0,,2021-12-23 00:00:00,,1,0,,1,,18260
GRANO 60x60x4 - żółto - kremowy_k,982,KOST-BET,26,0.88,0.033846153846154,48,45,35,71,40,44.6,37.4,42,35.8,40.4,,0,,2021-12-23 00:00:00,,1,0,,1,,18261
Płyta tarasowa GRANO 60x30x4 - biały płukany_k,983,KOST-BET,52,0.85,0.016346153846154,23,16,95,19,21.3,17.8,20.1,17,19.3,,0,,2021-12-23 00:00:00,,1,0,,1,,18264,
Płyta tarasowa GRANO 60x30x4 - grafit płukany_k,984,KOST-BET,52,0.85,0.016346153846154,23,16,95,19,21.3,17.8,20.1,17,19.3,,0,,2021-12-23 00:00:00,,1,0,,1,,18265,
Płyta tarasowa GRANO 60x30x4 - szary płukany_k,985,KOST-BET,52,0.85,0.016346153846154,23,16,95,19,21.3,17.8,20.1,17,19.3,,0,,2021-12-23 00:00:00,,1,0,,1,,18266,
Płyta tarasowa GRANO 60x30x4 - łosoś_k,986,KOST-BET,52,0.85,0.016346153846154,23,16,95,19,21.3,17.8,20.1,17,19.3,,0,,2021-12-23 00:00:00,,1,0,,1,,18267,
Płyta tarasowa GRANO 60x30x4 - żółto - kremowy_k,987,KOST-BET,52,0.85,0.016346153846154,23,16,95,19,21.3,17.8,20.1,17,19.3,,0,,2021-12-23 00:00:00,,1,0,,1,,18268,
Płyta tarasowa GRANO 80x60x4 - biały płukany_k,988,KOST-BET,26,1.24,0.047692307692308,73,6,53,85,60.3,64.9,56.3,60.9,53.9,58.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18269
Płyta tarasowa GRANO 80x60x4 - grafit płukany_k,989,KOST-BET,26,1.24,0.047692307692308,73,6,53,85,60.3,64.9,56.3,60.9,53.9,58.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18270
Płyta tarasowa GRANO 80x60x4 - szary płukany_k,990,KOST-BET,26,1.24,0.047692307692308,73,6,53,85,60.3,64.9,56.3,60.9,53.9,58.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18271
Płyta tarasowa GRANO 80x60x4 - łosoś_k,991,KOST-BET,26,1.24,0.047692307692308,73,6,53,85,60.3,64.9,56.3,60.9,53.9,58.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18272
Płyta tarasowa GRANO 80x60x4 - żółto - kremowy_k,992,KOST-BET,26,1.24,0.047692307692308,73,6,53,85,60.3,64.9,56.3,60.9,53.9,58.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18273
Płyta tarasowa GRANO 60x40x4 - biały płukany_k,993,KOST-BET,26,0.8,0.030769230769231,30,44,22,44,25.1,29.7,23.5,28.1,22.5,27.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18275
Płyta tarasowa GRANO 60x40x4 - grafit płukany_k,994,KOST-BET,26,0.8,0.030769230769231,30,44,22,44,25.1,29.7,23.5,28.1,22.5,27.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18276
Płyta tarasowa GRANO 60x40x4 - szary płukany_k,995,KOST-BET,26,0.8,0.030769230769231,30,44,22,44,25.1,29.7,23.5,28.1,22.5,27.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18277
Płyta tarasowa GRANO 60x40x4 - łosoś_k,996,KOST-BET,26,0.8,0.030769230769231,30,44,22,44,25.1,29.7,23.5,28.1,22.5,27.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18278
Płyta tarasowa GRANO 60x40x4 - żółto - kremowy_k,997,KOST-BET,26,0.8,0.030769230769231,30,44,22,44,25.1,29.7,23.5,28.1,22.5,27.1,,0,,2021-12-23 00:00:00,,1,0,,1,,18279
GRANO 40x40x4 - biały płukany_k,998,KOST-BET,52,0.85,0.016346153846154,21,88,16,13,18.1,20.4,16.9,19.2,16.2,18.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18280
GRANO 40x40x4 - grafit płukany_k,999,KOST-BET,52,0.85,0.016346153846154,21,88,16,13,18.1,20.4,16.9,19.2,16.2,18.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18281
GRANO 40x40x4 - szary płukany_k,1000,KOST-BET,52,0.85,0.016346153846154,21,88,16,13,18.1,20.4,16.9,19.2,16.2,18.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18282
GRANO 40x40x4 - łosoś_k,1001,KOST-BET,52,0.85,0.016346153846154,21,88,16,13,18.1,20.4,16.9,19.2,16.2,18.5,,0,,2021-12-23 00:00:00,,1,0,,1,,18283
