Nazwa,ID,Fabryka,Pakowanie,Waga Paczki,Waga Jednostki,Cena katalogowa,Cena zakupu,Cena Detal Fabryka,Cena Detal Plac,Cena Wykonawcy Fabryka,Cena Wykonawcy Plac,Cena Hurt Fabryka,Cena Hurt Plac,Czy Kurier,Cena Kurier,Towar Niedostępny,Przewidywany czas dostępnosci,Uwagi,Sprzedaz jednostkowa,Szerokosc,Na Promocji,Na Palecie,Czy Koszt Sprzedazy,wpid,,
Maxima Molto 120x20x10 - antracyt,3731,LIBET,24,1.3,0.054166666666667,51,54,31,4394,38.4,39.7,34.6,35.9,33.1,34.4,,0,,2021-12-23 00:00:00,,24,0,,1,,26566
Maxima Molto 120x20x10 - gołębi,3732,LIBET,24,1.3,0.054166666666667,46,863,28,58643,34.9,36.2,31.5,32.8,30.1,31.4,,0,,2021-12-23 00:00:00,,24,0,,1,,26567
Maxima Molto 120x20x10 - pastello,3733,LIBET,24,1.3,0.054166666666667,46,863,28,58643,34.9,36.2,31.5,32.8,30.1,31.4,,0,,2021-12-23 00:00:00,,24,0,,1,,26568
Maxima Molto 120x20x10 - pergaminowa biel,3734,LIBET,24,1.3,0.054166666666667,54,12,33,132,40.3,41.6,36.4,37.7,34.7,36,,0,,2021-12-23 00:00:00,,24,0,,1,,26569
Maxima Molto 120x20x10 - popielaty,3735,LIBET,24,1.3,0.054166666666667,51,54,31,4394,38.4,39.7,34.6,35.9,33.1,34.4,,0,,2021-12-23 00:00:00,,24,0,,1,,26570
Maxima Grande 120x40x10 - antracyt,3736,LIBET,12,1.32,0.11,90,9,55,449,67.7,70.3,61,63.6,58.3,60.9,,0,,2021-12-23 00:00:00,,12,0,,1,,26571
Maxima Grande 120x40x10 - gołębi,3737,LIBET,12,1.32,0.11,90,9,55,449,67.7,70.3,61,63.6,58.3,60.9,,0,,2021-12-23 00:00:00,,12,0,,1,,26572
Maxima Grande 120x40x10 - pastello,3738,LIBET,12,1.32,0.11,90,9,55,449,67.7,70.3,61,63.6,58.3,60.9,,0,,2021-12-23 00:00:00,,12,0,,1,,26573
Maxima Grande 120x40x10 - popielaty,3739,LIBET,12,1.32,0.11,90,9,55,449,67.7,70.3,61,63.6,58.3,60.9,,0,,2021-12-23 00:00:00,,12,0,,1,,26574
Sundeck 30x120x2 - orgin,3740,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26576
Sundeck 30x120x2 - spirit,3741,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26577
Maxima Lungo 80x20x8 - antracyt,3742,LIBET,35,1.02,0.029142857142857,25,83,15,7563,19.3,20.2,17.4,18.3,16.6,17.5,,0,,2021-12-23 00:00:00,,35,0,,1,,26578
Maxima Lungo 80x20x8 - gołębi,3743,LIBET,35,1.02,0.029142857142857,23,493,14,33073,17.5,18.4,15.8,16.7,15.1,16,,0,,2021-12-23 00:00:00,,35,0,,1,,26579
Maxima Lungo 80x20x8 - pastello,3744,LIBET,35,1.02,0.029142857142857,23,493,14,33073,17.5,18.4,15.8,16.7,15.1,16,,0,,2021-12-23 00:00:00,,35,0,,1,,26580
Maxima Lungo 80x20x8 - pergaminowa biel,3745,LIBET,35,1.02,0.029142857142857,24,723,15,8103,18.4,19.3,16.6,17.5,15.9,16.8,,0,,2021-12-23 00:00:00,,35,0,,1,,26581
Maxima Lungo 80x20x8 - popielaty,3746,LIBET,35,1.02,0.029142857142857,25,83,15,7563,19.3,20.2,17.4,18.3,16.6,17.5,,0,,2021-12-23 00:00:00,,35,0,,1,,26582
Maxima Rigato 80x40x8 - antracyt,3747,LIBET,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,26583,,
Maxima Rigato 80x40x8 - popielaty,3748,LIBET,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,26584,,
Signature 30x120x2 - artico,3749,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26585
Signature 30x120x2 - dakota,3750,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26586
Signature 30x120x2 - havana,3751,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26587
"Nau 19,7x120x2 - fado",3752,LIBET,14.1,0,0,410,291,1,355.2,357.4,320.3,322.5,305.7,307.9,,0,,2021-12-23 00:00:00,,0.4728,0,,1,,26588,
"Nau 19,7x120x2 - indie",3753,LIBET,14.1,0,0,410,291,1,355.2,357.4,320.3,322.5,305.7,307.9,,0,,2021-12-23 00:00:00,,0.4728,0,,1,,26589,
Nau 60x60x2 - fado,3754,LIBET,21.6,0,0,273,6,193,8726,236.6,238.1,213.3,214.8,203.6,205.1,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26590
Nau 60x60x2 - indie,3755,LIBET,21.6,0,0,273,6,193,8726,236.6,238.1,213.3,214.8,203.6,205.1,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26591
Nau 30x120x2 - fado,3756,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26592
Nau 30x120x2 - indie,3757,LIBET,21.6,0,0,386,22,274,2162,334.6,336.1,301.7,303.2,288,289.5,,0,,2021-12-23 00:00:00,,0.72,0,,1,,26593
Glocal 90x90x2 - absolute,3758,LIBET,17.82,0,0,386,22,274,2162,334.6,336.4,301.7,303.5,288,289.8,,0,,2021-12-23 00:00:00,,17.82,0,,1,,26594
Glocal 90x90x2 - chamois,3759,LIBET,17.82,0,0,386,22,274,2162,334.6,336.4,301.7,303.5,288,289.8,,0,,2021-12-23 00:00:00,,17.82,0,,1,,26595
Glocal 90x90x2 - classic,3760,LIBET,17.82,0,0,386,22,274,2162,334.6,336.4,301.7,303.5,288,289.8,,0,,2021-12-23 00:00:00,,17.82,0,,1,,26596
Glocal 90x90x2 - ideal,3761,LIBET,17.82,0,0,386,22,274,2162,334.6,336.4,301.7,303.5,288,289.8,,0,,2021-12-23 00:00:00,,17.82,0,,1,,26597
Glocal 90x90x2 - type,3762,LIBET,17.82,0,0,386,22,274,2162,334.6,336.4,301.7,303.5,288,289.8,,0,,2021-12-23 00:00:00,,17.82,0,,1,,26598
Glocal 60x120x2 - absolute,3763,LIBET,21.6,0,0,375,15,266,3565,325,326.5,293,294.5,279.7,281.2,,0,,2021-12-23 00:00:00,,1.44,0,,1,,26599
Glocal 60x120x2 - chamois,3764,LIBET,21.6,0,0,375,15,266,3565,325,326.5,293,294.5,279.7,281.2,,0,,2021-12-23 00:00:00,,1.44,0,,1,,26600
Glocal 60x120x2 - classic,3765,LIBET,21.6,0,0,375,15,266,3565,325,326.5,293,294.5,279.7,281.2,,0,,2021-12-23 00:00:00,,1.44,0,,1,,26601
Glocal 60x120x2 - ideal,3766,LIBET,21.6,0,0,375,15,266,3565,325,326.5,293,294.5,279.7,281.2,,0,,2021-12-23 00:00:00,,1.44,0,,1,,26602
Glocal 60x120x2 - type,3767,LIBET,21.6,0,0,375,15,266,3565,325,326.5,293,294.5,279.7,281.2,,0,,2021-12-23 00:00:00,,1.44,0,,1,,26603
Glocal 120x120x2 - absolute,3768,LIBET,21.6,0,0,467,4,331,854,404.9,406.4,365.1,366.6,348.5,350,,0,,2021-12-23 00:00:00,,2.88,0,,1,,26604
Glocal 120x120x2 - ideal,3769,LIBET,21.6,0,0,467,4,331,854,404.9,406.4,365.1,366.6,348.5,350,,0,,2021-12-23 00:00:00,,2.88,0,,1,,26605
"Palisada Madera 79,5x15x14,5 - bianco",3770,LIBET,16,0.67,0.041875,94,34,66,9814,81.8,83.8,73.7,75.7,70.4,72.4,,0,,2021-12-23 00:00:00,,16,0,,1,,26606
"Palisada Madera 79,5x15x14,5 - grigio",3771,LIBET,16,0.67,0.041875,85,36,60,6056,74,76,66.7,68.7,63.7,65.7,,0,,2021-12-23 00:00:00,,16,0,,1,,26607
"Palisada Trawertyn 79,5x15x14,5 - bianco",3772,LIBET,16,0.67,0.041875,94,34,66,9814,81.8,83.8,73.7,75.7,70.4,72.4,,0,,2021-12-23 00:00:00,,16,0,,1,,26608
"Palisada Trawertyn 79,5x15x14,5 - grigio",3773,LIBET,16,0.67,0.041875,85,36,60,6056,74,76,66.7,68.7,63.7,65.7,,0,,2021-12-23 00:00:00,,16,0,,1,,26609
Kravento Alto - prosty lub skośny 35 - antracyt,3774,LIBET,112,1.09,0.0097321428571429,11,32,6,9052,8.5,8.8,7.6,7.9,7.3,7.6,,0,,2021-12-23 00:00:00,,112,0,,1,,26610
Kravento Alto - prosty lub skośny 35 - kasztanowy,3775,LIBET,112,1.09,0.0097321428571429,11,32,6,9052,8.5,8.8,7.6,7.9,7.3,7.6,,0,,2021-12-23 00:00:00,,112,0,,1,,26611
Kravento Alto - prosty lub skośny 35 - pastello,3776,LIBET,112,1.09,0.0097321428571429,11,32,6,9052,8.5,8.8,7.6,7.9,7.3,7.6,,0,,2021-12-23 00:00:00,,112,0,,1,,26612
Palisada Split 15x10x120 - kasztanowy,3777,LIBET,30,1.27,0.042333333333333,92,99,56,7239,69.3,70.4,62.4,63.5,59.6,60.7,,0,,2021-12-23 00:00:00,,30,0,,1,,26613
Palisada Split 15x10x120 - nero,3778,LIBET,30,1.27,0.042333333333333,92,99,56,7239,69.3,70.4,62.4,63.5,59.6,60.7,,0,,2021-12-23 00:00:00,,30,0,,1,,26614
Palisada Split 15x10x120 - pastello,3779,LIBET,30,1.27,0.042333333333333,92,99,56,7239,69.3,70.4,62.4,63.5,59.6,60.7,,0,,2021-12-23 00:00:00,,30,0,,1,,26615
Palisada Split 10x10x45 - bianco carrara,3780,LIBET,140,1.47,0.0105,18,82,11,4802,14.1,14.4,12.7,13,12.1,12.4,,0,,2021-12-23 00:00:00,,140,0,,1,,26616
Palisada Split 10x10x45 - kasztanowy,3781,LIBET,140,1.47,0.0105,18,7,11,407,14,14.3,12.6,12.9,12,12.3,,0,,2021-12-23 00:00:00,,140,0,,1,,26617
Palisada Split 10x10x45 - nero,3782,LIBET,140,1.47,0.0105,18,7,11,407,14,14.3,12.6,12.9,12,12.3,,0,,2021-12-23 00:00:00,,140,0,,1,,26618
Palisada Split 10x10x45 - pastello,3783,LIBET,140,1.47,0.0105,18,7,11,407,14,14.3,12.6,12.9,12,12.3,,0,,2021-12-23 00:00:00,,140,0,,1,,26619
Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - popielaty_split,3784,LIBET,60,0.87,0.0145,18,33,11,1813,13.7,14.3,12.3,12.9,11.8,12.4,,0,,2021-12-23 00:00:00,,60,0,,1,,26620
Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - pastello split,3785,LIBET,60,0.87,0.0145,18,33,11,1813,13.7,14.3,12.3,12.9,11.8,12.4,,0,,2021-12-23 00:00:00,,60,0,,1,,26621
Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - nero_split,3786,LIBET,60,0.87,0.0145,18,33,11,1813,13.7,14.3,12.3,12.9,11.8,12.4,,0,,2021-12-23 00:00:00,,60,0,,1,,26622
Ogrodzenie Split Bloczek dwustronnnie splitowany 19x38x14 - kasztanowy split,3787,LIBET,60,0.87,0.0145,18,33,11,1813,13.7,14.3,12.3,12.9,11.8,12.4,,0,,2021-12-23 00:00:00,,60,0,,1,,26623
Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - popielaty_split,3788,LIBET,60,0.87,0.0145,24,85,15,1585,18.5,19.1,16.7,17.3,16,16.6,,0,,2021-12-23 00:00:00,,60,0,,1,,26624
Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - pastello split,3789,LIBET,60,0.87,0.0145,24,85,15,1585,18.5,19.1,16.7,17.3,16,16.6,,0,,2021-12-23 00:00:00,,60,0,,1,,26625
Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - nero_split,3790,LIBET,60,0.87,0.0145,24,85,15,1585,18.5,19.1,16.7,17.3,16,16.6,,0,,2021-12-23 00:00:00,,60,0,,1,,26626
Ogrodzenie Split Bloczek trzystronnnie splitowany 19x38x14 - kasztanowy split,3791,LIBET,60,0.87,0.0145,24,85,15,1585,18.5,19.1,16.7,17.3,16,16.6,,0,,2021-12-23 00:00:00,,60,0,,1,,26627
Vertigo Lungo monocolor 20x60x8 - antracytowy,3792,LIBET,9.6,1.51,0.15729166666667,106,76,65,1236,79.5,82.8,71.7,75,68.4,71.7,,0,,2021-12-23 00:00:00,,9.6,0,,1,,26628
Vertigo Lungo monocolor 20x60x8 - pergaminowa biel,3793,LIBET,9.6,1.51,0.15729166666667,108,36,66,996,80.7,84,72.8,76.1,69.5,72.8,,0,,2021-12-23 00:00:00,,9.6,0,,1,,26629
Modulo colormix 6 - karbonowy,3794,LIBET,10.92,1.5,0.13736263736264,75,89,46,2929,56.5,59.4,51,53.9,48.7,51.6,,0,,2021-12-23 00:00:00,,10.92,0,,1,,26630
Modulo colormix 6 - kasztanowy,3795,LIBET,10.92,1.5,0.13736263736264,75,89,46,2929,56.5,59.4,51,53.9,48.7,51.6,,0,,2021-12-23 00:00:00,,10.92,0,,1,,26631
Modulo colormix 6 - pastello,3796,LIBET,10.92,1.5,0.13736263736264,75,89,46,2929,56.5,59.4,51,53.9,48.7,51.6,,0,,2021-12-23 00:00:00,,10.92,0,,1,,26632
Galico monocolor 8 - antracytowy,3797,LIBET,48,0.72,0.015,11,685,7,12785,8.7,9.4,7.9,8.6,7.5,8.2,,0,,2021-12-23 00:00:00,,48,0,,1,,26633
Galico monocolor 8 - gołębi,3798,LIBET,48,0.72,0.015,12,79,7,8019,9.6,10.3,8.6,9.3,8.2,8.9,,0,,2021-12-23 00:00:00,,48,0,,1,,26634
Hexo ECO monocolor 40x35x8 - antracytowy,3799,LIBET,6.68,0.97,0.14520958083832,106,52,64,9772,79.3,84,71.5,76.2,68.3,73,,0,,2021-12-23 00:00:00,,6.68,0,,1,,26635
Hexo ECO monocolor 40x35x8 - gołębi,3800,LIBET,6.68,0.97,0.14520958083832,106,52,64,9772,79.3,84,71.5,76.2,68.3,73,,0,,2021-12-23 00:00:00,,6.68,0,,1,,26636
"Fuga - naturalny, 25",3801,LIBET,1,1,1,553,5,392,985,479.5,510.3,432.3,463.1,412.7,443.5,,0,,2021-12-23 00:00:00,,1,0,,,,26639
"Fuga - srebrno-szary, 25",3802,LIBET,1,1,1,553,5,392,985,479.5,510.3,432.3,463.1,412.7,443.5,,0,,2021-12-23 00:00:00,,1,0,,,,26640
"Fuga - bazaltowy, 25",3803,LIBET,1,1,1,553,5,392,985,479.5,510.3,432.3,463.1,412.7,443.5,,0,,2021-12-23 00:00:00,,1,0,,,,26641
Reno Plus - antracyt,3804,LIBET,1,1,1,172,2,122,262,149.2,180,134.5,165.3,128.4,159.2,,0,,2021-12-23 00:00:00,,1,0,,,,26644
Reno Plus - pergaminowa biel,3805,LIBET,1,1,1,172,2,122,262,149.2,180,134.5,165.3,128.4,159.2,,0,,2021-12-23 00:00:00,,1,0,,,,26645
Kaucja paleta Styrobud,3806,STYROBUD,1,0,0,61,5,61,5,76.9,164.8,68.3,156.2,64.6,152.5,,0,,2021-12-23 00:00:00,,1,0,,,,26649
Kaucja paleta Swornowski,3807,SWORNOWSKI,1,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,26686,,
"Fuga - naturalny, 12,5",3808,LIBET,1,1,1,299,88,212,9148,259.8,290.6,234.3,265.1,223.6,254.4,,0,,2021-12-23 00:00:00,,1,0,,,,26688
"Fuga - srebrno-szary, 12,5",3809,LIBET,1,1,1,299,88,212,9148,259.8,290.6,234.3,265.1,223.6,254.4,,0,,2021-12-23 00:00:00,,1,0,,,,26689
"Fuga - bazaltowy, 12,5",3810,LIBET,1,1,1,299,88,212,9148,259.8,290.6,234.3,265.1,223.6,254.4,,0,,2021-12-23 00:00:00,,1,0,,,,26690
Oland II - inez,3811,POLBRUK,9.6,1.32,0.1375,97,42,47,36,58.8,61.6,53.1,55.9,50.3,53.1,,0,,2021-12-23 00:00:00,,0.96,0,,1,1,26718
Oland II - ritmo_d,3812,POLBRUK,9.6,1.32,0.1375,97,42,47,36,58.8,61.6,53.1,55.9,50.3,53.1,,0,,2021-12-23 00:00:00,,0.96,0,,1,1,26719
Lamell - cortado,3813,POLBRUK,48,1.2,0.025,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,1,26720
Lamell - ivory,3814,POLBRUK,48,1.2,0.025,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,1,26721
Commix - cortado,3815,POLBRUK,10.8,1.42,0.13148148148148,81,18,43,67,54.2,56.7,49,51.5,46.3,48.8,,0,,2021-12-23 00:00:00,,1.08,0,,1,1,26722
Nakładka Libet Bord - corten,3816,LIBET,10,0,0,28,29,20,859,24.6,27.7,22.1,25.2,21.1,24.2,,0,,2021-12-23 00:00:00,,10,0,,,,26737
Nakładka Libet Bord - nierdzewna,3817,LIBET,10,1,0.1,28,29,20,859,24.6,27.7,22.1,25.2,21.1,24.2,,0,,2021-12-23 00:00:00,,10,0,,,,26738
Nakładka Libet Bord - ocynkowana,3818,LIBET,10,1,0.1,22,14,15,7194,19.2,22.3,17.3,20.4,16.6,19.7,,0,,2021-12-23 00:00:00,,10,0,,,,26739
Narożnik nakładki Libet Bord - corten,3819,LIBET,10,1,0.1,31,98,22,7058,27.8,30.9,25,28.1,23.9,27,,0,,2021-12-23 00:00:00,,10,0,,,,26749
Narożnik nakładki Libet Bord - inox,3820,LIBET,10,0,0,31,98,22,7058,27.8,30.9,25,28.1,23.9,27,,0,,2021-12-23 00:00:00,,10,0,,,,26750
Narożnik nakładki Libet Bord - ocynkowana,3821,LIBET,10,1,0.1,24,6,17,466,21.4,24.5,19.3,22.4,18.4,21.5,,0,,2021-12-23 00:00:00,,10,0,,,,26751
"Florencja - gładka, czekolada",3822,KOST-BET,9.2,1.6,0.17391304347826,96,26,79,42,88.8,101.8,83.1,96.1,79.5,92.5,,0,,2021-12-23 00:00:00,,9.2,0,,1,,26774
"Florencja - gładka, marago",3823,KOST-BET,9.2,1.6,0.17391304347826,99,7,82,25,92,105,86,99,82.3,95.3,,0,,2021-12-23 00:00:00,,9.2,0,,1,,26775
"Florencja - gładka, mocca",3824,KOST-BET,9.2,1.6,0.17391304347826,99,7,82,25,92,105,86,99,82.3,95.3,,0,,2021-12-23 00:00:00,,9.2,0,,1,,26776
"Florencja - gładka, toffi",3825,KOST-BET,9.2,1.6,0.17391304347826,96,26,79,42,88.8,101.8,83.1,96.1,79.5,92.5,,0,,2021-12-23 00:00:00,,9.2,0,,1,,26777
"Florencja - postarzana, mocca",3826,KOST-BET,9.2,1.6,0.17391304347826,137,53,113,46,126.9,139.9,118.7,131.7,113.5,126.5,,0,,2021-12-23 00:00:00,,9.2,0,,1,,26780
"Florencja - postarzana, czekolada",3827,KOST-BET,9.2,1.6,0.17391304347826,137,53,113,46,126.9,139.9,118.7,131.7,113.5,126.5,,0,,2021-12-23 00:00:00,,9.2,0,,1,,26781
Akropolis 8 - mocca,3828,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26834
Akropolis 8 - marago,3829,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26835
Akropolis 8 - czekolada,3830,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26836
Akropolis 8 - toffi,3831,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26837
Akropolis 8 - grafitowy,3832,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26840
Akropolis 8 - szary,3833,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26841
Akropolis 8 - żółty płukany,3834,KOST-BET,8.7,1.52,0.17471264367816,104,86,74,98,83.9,97.7,78.4,92.2,75,88.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26842
Akropolis 8 - łosoś_k,3835,KOST-BET,8.7,1.52,0.17471264367816,99,7,71,28,79.8,93.6,74.6,88.4,71.3,85.1,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26843
Akropolis 8 - brązowy płukany,3836,KOST-BET,8.7,1.52,0.17471264367816,99,7,71,28,79.8,93.6,74.6,88.4,71.3,85.1,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26844
Akropolis 8 - żółto – kremowy_k,3837,KOST-BET,8.7,1.52,0.17471264367816,96,26,68,83,77,90.8,72,85.8,68.9,82.7,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26845
Akropolis 8 - szary płukany_k,3838,KOST-BET,8.7,1.52,0.17471264367816,96,26,68,83,77,90.8,72,85.8,68.9,82.7,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26846
Akropolis 8 - grafit płukany_k,3839,KOST-BET,8.7,1.52,0.17471264367816,89,40,63,92,71.5,85.3,66.9,80.7,64,77.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26847
Akropolis 8 - biały płukany_k,3840,KOST-BET,8.7,1.52,0.17471264367816,89,40,63,92,71.5,85.3,66.9,80.7,64,77.8,,0,,2021-12-23 00:00:00,,8.7,0,,1,,26848
Ravenna - biały_k,3841,KOST-BET,11.5,1.56,0.13565217391304,89,40,73,75,82.5,92.9,77.2,87.6,73.8,84.2,,0,,2021-12-23 00:00:00,,11.5,0,,1,,26857
Ravenna - latte_k,3842,KOST-BET,11.5,1.56,0.13565217391304,85,95,70,91,79.3,89.7,74.2,84.6,71,81.4,,0,,2021-12-23 00:00:00,,11.5,0,,1,,26858
Ravenna - lungo,3843,KOST-BET,11.5,1.56,0.13565217391304,85,95,70,91,79.3,89.7,74.2,84.6,71,81.4,,0,,2021-12-23 00:00:00,,11.5,0,,1,,26859
Ravenna - espresso,3844,KOST-BET,11.5,1.56,0.13565217391304,82,51,68,7,76.2,86.6,71.2,81.6,68.1,78.5,,0,,2021-12-23 00:00:00,,11.5,0,,1,,26860
Ravenna - romano,3845,KOST-BET,11.5,1.56,0.13565217391304,82,51,68,7,76.2,86.6,71.2,81.6,68.1,78.5,,0,,2021-12-23 00:00:00,,11.5,0,,1,,26861
Ravenna - frappe,3846,KOST-BET,11.5,1.56,0.13565217391304,82,51,68,7,76.2,86.6,71.2,81.6,68.1,78.5,,0,,2021-12-23 00:00:00,,11.5,0,,1,,26862
Akropolis 6 - biały płukany_k,3847,KOST-BET,13,1.72,0.13230769230769,89,40,63,92,71.5,80.7,66.9,76.1,64,73.2,,0,,2021-12-23 00:00:00,,13,0,,1,,26865
Akropolis 6 - żółty płukany,3848,KOST-BET,13,1.72,0.13230769230769,89,40,63,92,71.5,80.7,66.9,76.1,64,73.2,,0,,2021-12-23 00:00:00,,13,0,,1,,26866
Akropolis 6 - łosoś_k,3849,KOST-BET,13,1.72,0.13230769230769,89,40,63,92,71.5,80.7,66.9,76.1,64,73.2,,0,,2021-12-23 00:00:00,,13,0,,1,,26867
Akropolis 6 - brązowy płukany,3850,KOST-BET,13,1.72,0.13230769230769,93,76,67,4,75,84.2,70.1,79.3,67.1,76.3,,0,,2021-12-23 00:00:00,,13,0,,1,,26868
Akropolis 6 - żółto – kremowy_k,3851,KOST-BET,13,1.72,0.13230769230769,89,40,63,92,71.5,80.7,66.9,76.1,64,73.2,,0,,2021-12-23 00:00:00,,13,0,,1,,26869
Akropolis 6 - szary płukany_k,3852,KOST-BET,13,1.72,0.13230769230769,92,83,66,37,74.3,83.5,69.4,78.6,66.4,75.6,,0,,2021-12-23 00:00:00,,13,0,,1,,26870
Akropolis 6 - grafit płukany_k,3853,KOST-BET,13,1.72,0.13230769230769,93,76,67,4,75,84.2,70.1,79.3,67.1,76.3,,0,,2021-12-23 00:00:00,,13,0,,1,,26871
Akropolis 6 - mocca,3854,KOST-BET,13,1.72,0.13230769230769,85,95,61,46,68.8,78,64.3,73.5,61.5,70.7,,0,,2021-12-23 00:00:00,,13,0,,1,,26872
Akropolis 6 - marago,3855,KOST-BET,13,1.72,0.13230769230769,85,95,61,46,68.8,78,64.3,73.5,61.5,70.7,,0,,2021-12-23 00:00:00,,13,0,,1,,26873
Akropolis 6 - czekolada,3856,KOST-BET,13,1.72,0.13230769230769,82,51,58,99,66,75.2,61.7,70.9,59.1,68.3,,0,,2021-12-23 00:00:00,,13,0,,1,,26874
Akropolis 6 - toffi,3857,KOST-BET,13,1.72,0.13230769230769,82,51,58,99,66,75.2,61.7,70.9,59.1,68.3,,0,,2021-12-23 00:00:00,,13,0,,1,,26875
Akropolis 6 - A3ota Jesień,3858,KOST-BET,13,1.72,0.13230769230769,82,51,58,99,66,75.2,61.7,70.9,59.1,68.3,,0,,2021-12-23 00:00:00,,13,0,,1,,0
Akropolis 6 - A1ota Jesień,3859,KOST-BET,13,1.72,0.13230769230769,82,51,58,99,66,75.2,61.7,70.9,59.1,68.3,,0,,2021-12-23 00:00:00,,13,0,,1,,0
Akropolis 6 - grafitowy,3860,KOST-BET,13,1.72,0.13230769230769,72,19,51,61,57.8,67,54,63.2,51.7,60.9,,0,,2021-12-23 00:00:00,,13,0,,1,,26878
Akropolis 6 - szary,3861,KOST-BET,13,1.72,0.13230769230769,67,5,47,93,53.7,62.9,50.2,59.4,48,57.2,,0,,2021-12-23 00:00:00,,13,0,,1,,26879
Akropolis 6 - biały_k,3862,KOST-BET,13,1.72,0.13230769230769,93,76,67,4,75,84.2,70.1,79.3,67.1,76.3,,0,,2021-12-23 00:00:00,,13,0,,1,,26880
Kaucja paleta ŁUCZNIK,3863,GATIGO,0,0,0,0,42,37,55.42,0,54.76,0,53.46,0,,0,,2021-12-23 00:00:00,,0,0,,,,26882,
Granit duży - biały płukany_k,3864,KOST-BET,11.3,1.46,0.12920353982301,92,83,66,37,74.3,84.9,69.4,80,66.4,77,,0,,2021-12-23 00:00:00,,11.3,0,,1,,26883
Antracyt Slate 1t. - 2-4,3865,GARDENSTONES,1,1.2,1.2,1218,43,865,8,1124.7,1208.2,1012.2,1095.7,951.6,1035.1,,0,,2021-12-23 00:00:00,,1,0,,1,,26888
Antracyt Slate 1t. - 4-8,3866,GARDENSTONES,1,1.2,1.2,1080,43,767,11,997.3,1080.8,897.6,981.1,843.9,927.4,,0,,2021-12-23 00:00:00,,1,0,,1,,26889
Napoli 4cm - szary,3867,POLBRUK,16,1.54,0.09625,51,54,27,6,32.3,34,30.4,32.1,28.7,30.4,,0,,2021-12-23 00:00:00,,1,0,,1,1,27023
Napoli 4cm - grafitowy,3868,POLBRUK,16,1.54,0.09625,53,63,29,52,35.2,36.9,33.1,34.8,31.3,33,,0,,2021-12-23 00:00:00,,1,0,,1,1,27024
