LP,Nazwa,PRODUCENT,Dopłata bez rabatu,CENA SZTUKI BEZ RABATU,CENA KATALOGOWA NETTO,KATALOGOWA,CENA TRANSPORTU BRUTTO,ile na zest,cena transp b.,Rabat oferta,cena zakupu brutto fabryka,cena zakupu netto,cena zakupu brutto plac wieliczka,Rabat właściwy hurt,Rabat właściwy brukarski,Rabat właściwy detaliczny,rabat basic,FABRYKA DETAL,PLAC DETAL,ZYSK Z FABRYKI DETAL,ZYSK Z PLACU DETAL,FABRYKA HURT,PLAC HURT,ZYSK Z FABRYKI HURT,ZYSK Z PLACU  HURT,FABRYKA SPECJALNA,PLAC SPECJALNA,ZYSK Z FABRYKI  SPECJALNA,ZYSK Z PLACU SPECJALNA,CENA M2/szt,WAGA m2/szt,WAGA PALETY,PAKOWANIE m2/szt,CENA KURIERA,CENA STRONA,ILOŚĆ WARSTW,Sprzedawany z placu,Sprzedawany na warstwy,minimalna ilosc,paletowane,prowizja na sztuki
3831,Akropolis 8 - toffi,KOST-BET,,,,"95,33","1174,65",13,"10,3859416446","50,38","61,96","50,38","72,35",18,16,15,35,"70,65","81,04","7,06","7,06","69,69","80,08","6,28","6,28","67,79","78,18","4,74","4,74",,"174,71","1,52","8,7",,"70,65",,,,"8,7",1,0
3832,Akropolis 8 - grafitowy,KOST-BET,,,,"95,33","1174,65",13,"10,3859416446","50,38","61,96","50,38","72,35",18,16,15,35,"70,65","81,04","7,06","7,06","69,69","80,08","6,28","6,28","67,79","78,18","4,74","4,74",,"174,71","1,52","8,7",,"70,65",,,,"8,7",1,0
3833,Akropolis 8 - szary,KOST-BET,,,,"95,33","1174,65",13,"10,3859416446","50,38","61,96","50,38","72,35",18,16,15,35,"70,65","81,04","7,06","7,06","69,69","80,08","6,28","6,28","67,79","78,18","4,74","4,74",,"174,71","1,52","8,7",,"70,65",,,,"8,7",1,0
3834,Akropolis 8 - żółty płukany,KOST-BET,,,,"95,33","1174,65",13,"10,3859416446","50,38","61,96","50,38","72,35",18,16,15,35,"70,65","81,04","7,06","7,06","69,69","80,08","6,28","6,28","67,79","78,18","4,74","4,74",,"174,71","1,52","8,7",,"70,65",,,,"8,7",1,0
3835,Akropolis 8 - łosoś_k,KOST-BET,,,,"90,64","1174,65",13,"10,3859416446","47,9","58,92","47,9","69,3",18,16,15,35,"66,66","77,05","6,30","6,30","65,75","76,14","5,56","5,56","63,94","74,33","4,09","4,09",,"174,71","1,52","8,7",,"66,66",,,,"8,7",1,0
3836,Akropolis 8 - brązowy płukany,KOST-BET,,,,"90,64","1174,65",13,"10,3859416446","47,9","58,92","47,9","69,3",18,16,15,35,"66,66","77,05","6,30","6,30","65,75","76,14","5,56","5,56","63,94","74,33","4,09","4,09",,"174,71","1,52","8,7",,"66,66",,,,"8,7",1,0
3837,Akropolis 8 - żółto – kremowy_k,KOST-BET,,,,"87,51","1174,65",13,"10,3859416446","46,25","56,88","46,25","67,27",18,16,15,35,"64,00","74,39","5,79","5,79","63,12","73,51","5,08","5,08","61,37","71,76","3,65","3,65",,"174,71","1,52","8,7",,"64,00",,,,"8,7",1,0
3838,Akropolis 8 - szary płukany_k,KOST-BET,,,,"87,51","1174,65",13,"10,3859416446","46,25","56,88","46,25","67,27",18,16,15,35,"64,00","74,39","5,79","5,79","63,12","73,51","5,08","5,08","61,37","71,76","3,65","3,65",,"174,71","1,52","8,7",,"64,00",,,,"8,7",1,0
3839,Akropolis 8 - grafit płukany_k,KOST-BET,,,,"81,27","1174,65",13,"10,3859416446","42,95","52,83","42,95","63,21",18,16,15,35,"58,69","69,08","4,77","4,77","57,88","68,27","4,11","4,11","56,26","66,65","2,80","2,80",,"174,71","1,52","8,7",,"58,69",,,,"8,7",1,0
3840,Akropolis 8 - biały płukany_k,KOST-BET,,,,"81,27","1174,65",13,"10,3859416446","42,95","52,83","42,95","63,21",18,16,15,35,"58,69","69,08","4,77","4,77","57,88","68,27","4,11","4,11","56,26","66,65","2,80","2,80",,"174,71","1,52","8,7",,"58,69",,,,"8,7",1,0
3841,Ravenna - biały_k,KOST-BET,,,,"81,27","1174,65",13,"7,8571906355","49,55","60,95","49,55","68,81",12,10,5,25,"69,35","77,21","6,83","6,83","65,29","73,15","3,53","3,53","63,66","71,52","2,20","2,20",,"135,65","1,56","11,5",,"69,35",,,,"11,5",1,0
3842,Ravenna - latte_k,KOST-BET,,,,"78,14","1174,65",13,"7,8571906355","47,65","58,61","47,65","66,46",12,10,5,25,"66,38","74,24","6,32","6,32","62,47","70,33","3,14","3,14","60,91","68,77","1,88","1,88",,"135,65","1,56","11,5",,"66,38",,,,"11,5",1,0
3843,Ravenna - lungo,KOST-BET,,,,"78,14","1174,65",13,"7,8571906355","47,65","58,61","47,65","66,46",12,10,5,25,"66,38","74,24","6,32","6,32","62,47","70,33","3,14","3,14","60,91","68,77","1,88","1,88",,"135,65","1,56","11,5",,"66,38",,,,"11,5",1,0
3844,Ravenna - espresso,KOST-BET,,,,"75,01","1174,65",13,"7,8571906355","45,74","56,26","45,74","64,11",12,10,5,25,"63,40","71,26","5,81","5,81","59,65","67,51","2,76","2,76","58,15","66,01","1,54","1,54",,"135,65","1,56","11,5",,"63,40",,,,"11,5",1,0
3845,Ravenna - romano,KOST-BET,,,,"75,01","1174,65",13,"7,8571906355","45,74","56,26","45,74","64,11",12,10,5,25,"63,40","71,26","5,81","5,81","59,65","67,51","2,76","2,76","58,15","66,01","1,54","1,54",,"135,65","1,56","11,5",,"63,40",,,,"11,5",1,0
3846,Ravenna - frappe,KOST-BET,,,,"75,01","1174,65",13,"7,8571906355","45,74","56,26","45,74","64,11",12,10,5,25,"63,40","71,26","5,81","5,81","59,65","67,51","2,76","2,76","58,15","66,01","1,54","1,54",,"135,65","1,56","11,5",,"63,40",,,,"11,5",1,0
3847,Akropolis 6 - biały płukany_k,KOST-BET,,,,"81,27","1174,65",12,"7,5298076923","42,95","52,83","42,95","60,36",18,16,15,35,"61,55","69,08","7,09","7,09","60,74","68,27","6,43","6,43","59,12","66,65","5,12","5,12",,"132,31","1,72",13,,"61,55",,,,13,1,0
3848,Akropolis 6 - żółty płukany,KOST-BET,,,,"81,27","1174,65",12,"7,5298076923","42,95","52,83","42,95","60,36",18,16,15,35,"61,55","69,08","7,09","7,09","60,74","68,27","6,43","6,43","59,12","66,65","5,12","5,12",,"132,31","1,72",13,,"61,55",,,,13,1,0
3849,Akropolis 6 - łosoś_k,KOST-BET,,,,"81,27","1174,65",12,"7,5298076923","42,95","52,83","42,95","60,36",18,16,15,35,"61,55","69,08","7,09","7,09","60,74","68,27","6,43","6,43","59,12","66,65","5,12","5,12",,"132,31","1,72",13,,"61,55",,,,13,1,0
3850,Akropolis 6 - brązowy płukany,KOST-BET,,,,"85,24","1174,65",12,"7,5298076923","45,05","55,41","45,05","62,94",18,16,15,35,"64,93","72,46","7,74","7,74","64,08","71,61","7,05","7,05","62,37","69,90","5,66","5,66",,"132,31","1,72",13,,"64,93",,,,13,1,0
3851,Akropolis 6 - żółto – kremowy_k,KOST-BET,,,,"81,27","1174,65",12,"7,5298076923","42,95","52,83","42,95","60,36",18,16,15,35,"61,55","69,08","7,09","7,09","60,74","68,27","6,43","6,43","59,12","66,65","5,12","5,12",,"132,31","1,72",13,,"61,55",,,,13,1,0
3852,Akropolis 6 - szary płukany_k,KOST-BET,,,,"84,39","1174,65",12,"7,5298076923","44,6","54,85","44,6","62,38",18,16,15,35,"64,21","71,74","7,61","7,61","63,36","70,89","6,92","6,92","61,67","69,20","5,54","5,54",,"132,31","1,72",13,,"64,21",,,,13,1,0
3853,Akropolis 6 - grafit płukany_k,KOST-BET,,,,"1219,00","1174,65",12,"7,5298076923","644,19","792,35","644,19","799,88",18,16,15,35,"1028,62","1036,15","192,09","192,09","1016,43","1023,96","182,18","182,18","992,05","999,58","162,36","162,36",,"132,31","1,72",13,,"1028,62",,,,13,1,0
3854,Akropolis 6 - mocca,KOST-BET,,,,"1081,00","1174,65",12,"7,5298076923","571,26","702,65","571,26","710,18",18,16,15,35,"911,32","918,85","169,65","169,65","900,51","908,04","160,86","160,86","878,89","886,42","143,28","143,28",,"132,31","1,72",13,,"911,32",,,,13,1,0
3855,Akropolis 6 - marago,KOST-BET,,,,"78,14","1174,65",12,"7,5298076923","41,29","50,79","41,29","58,32",18,16,15,35,"58,89","66,42","6,58","6,58","58,11","65,64","5,95","5,95","56,55","64,08","4,68","4,68",,"132,31","1,72",13,,"58,89",,,,13,1,0
3856,Akropolis 6 - czekolada,KOST-BET,,,,"75,01","1174,65",12,"7,5298076923","39,64","48,76","39,64","56,29",18,16,15,35,"56,23","63,76","6,08","6,08","55,48","63,01","5,47","5,47","53,98","61,51","4,25","4,25",,"132,31","1,72",13,,"56,23",,,,13,1,0
3857,Akropolis 6 - toffi,KOST-BET,,,,"75,01","1174,65",12,"7,5298076923","39,64","48,76","39,64","56,29",18,16,15,35,"56,23","63,76","6,08","6,08","55,48","63,01","5,47","5,47","53,98","61,51","4,25","4,25",,"132,31","1,72",13,,"56,23",,,,13,1,0
3858,Akropolis 6 - A3ota Jesień,KOST-BET,,,,"75,01","1174,65",12,"7,5298076923","39,64","48,76","39,64","56,29",18,16,15,35,"56,23","63,76","6,08","6,08","55,48","63,01","5,47","5,47","53,98","61,51","4,25","4,25",,"132,31","1,72",13,,"56,23",,,,13,1,0
3859,Akropolis 6 - A1ota Jesień,KOST-BET,,,,"75,01","1174,65",12,"7,5298076923","39,64","48,76","39,64","56,29",18,16,15,35,"56,23","63,76","6,08","6,08","55,48","63,01","5,47","5,47","53,98","61,51","4,25","4,25",,"132,31","1,72",13,,"56,23",,,,13,1,0
3860,Akropolis 6 - grafitowy,KOST-BET,,,,"65,63","1174,65",12,"7,5298076923","34,68","42,66","34,68","50,19",18,16,15,35,"48,26","55,79","4,55","4,55","47,60","55,13","4,02","4,02","46,29","53,82","2,95","2,95",,"132,31","1,72",13,,"48,26",,,,13,1,0
3861,Akropolis 6 - szary,KOST-BET,,,,"60,95","1174,65",12,"7,5298076923","32,21","39,62","32,21","47,15",18,16,15,35,"44,28","51,81","3,79","3,79","43,67","51,20","3,29","3,29","42,45","49,98","2,30","2,30",,"132,31","1,72",13,,"44,28",,,,13,1,0
3862,Akropolis 6 - biały_k,KOST-BET,,,,"85,24","1174,65",12,"7,5298076923","45,05","55,41","45,05","62,94",18,16,15,35,"64,93","72,46","7,74","7,74","64,08","71,61","7,05","7,05","62,37","69,90","5,66","5,66",,"132,31","1,72",13,,"64,93",,,,13,1,0
3863,Kaucja paleta ŁUCZNIK,GATIGO,,,,0,0,,,"34,45","42,37","34,45",,18,16,15,35,"55,42",,,,"54,76",,"10,07",,"53,46",,"9,01","-28,01",,,,,,"55,42",,,,0,0,0
3864,Granit duży - biały płukany_k,KOST-BET,,,,"84,39","1174,65",14,"7,4250948167","44,6","54,85","44,6","62,28",18,16,15,35,"64,31","71,74","7,69","7,69","63,46","70,89","7,00","7,00","61,77","69,20","5,63","5,63",,"129,20","1,46","11,3",,"64,31",,,,"11,3",1,0
3865,Antracyt Slate 1t. - 2-4,GARDENSTONES,,,"990,59","1218,43",225,1,"320,415","865,08","865,08","703,32","1185,5",,,20,29,"866,00",,"0,75","-963,82","1219,00",,"287,74","-963,82","1219,00",,"287,74","-571,80",,"1,20","1,20",1,,"866,00",,,,1,1,0
3866,Antracyt Slate 1t. - 4-8,GARDENSTONES,,,"878,4","1080,43",225,1,"320,415","767,11","767,11","623,66","1087,52",,,20,29,"768,00",,"0,73","-884,16","1081,00",,"255,20","-884,16","1081,00",,"255,20","-507,04",,"1,20","1,20",1,,"768,00",,,,1,1,0
3867,Napoli 4cm - szary,POLBRUK,,,,"42,93","307,5",13,"1,4783653846","32,2","23,985","19,5","25,4633653846",34,29,25,23,"32,50","34,00","6,92","6,94","30,50","32,00","5,30","5,31","25,50","27,00","1,23","1,25",,#ODWOŁANIE,"1,54",16,,"32,50",16,,,1,1,1
3868,Napoli 4cm - grafitowy,POLBRUK,,,,"44,65","307,5",13,"1,4783653846","34,83","26,445","21,5","27,9233653846",31,26,22,20,"35,00","36,50","6,96","6,97","33,50","35,00","5,74","5,75","28,00","29,50","1,26","1,28",,#ODWOŁANIE,"1,54",16,,"35,00",16,,,1,1,1
3869,Napoli 4cm - cortado,POLBRUK,,,,"50,43","307,5",13,"1,4783653846","39,34","31,2666","25,42","32,7449653846",31,26,22,20,"39,50","41,00","6,69","6,71","37,50","39,00","5,07","5,09","33,00","34,50","1,41","1,43",,#ODWOŁANIE,"1,54",16,,"39,50",16,,,1,1,1
3870,Napoli 4cm - barwy jesieni,POLBRUK,,,,"50,43","307,5",13,"1,4783653846","39,34","31,2666","25,42","32,7449653846",31,26,22,20,"39,50","41,00","6,69","6,71","37,50","39,00","5,07","5,09","33,00","34,50","1,41","1,43",,#ODWOŁANIE,"1,54",16,,"39,50",16,,,1,1,1
3871,Napoli 4cm - latte,POLBRUK,,,,"50,43","307,5",13,"1,4783653846","39,34","31,2666","25,42","32,7449653846",31,26,22,20,"39,50","41,00","6,69","6,71","37,50","39,00","5,07","5,09","33,00","34,50","1,41","1,43",,#ODWOŁANIE,"1,54",16,,"39,50",16,,,1,1,1
3872,Napoli 4cm - nerino,POLBRUK,,,,"50,43","307,5",13,"1,4783653846","39,34","31,2666","25,42","32,7449653846",31,26,22,20,"39,50","41,00","6,69","6,71","37,50","39,00","5,07","5,09","33,00","34,50","1,41","1,43",,#ODWOŁANIE,"1,54",16,,"39,50",16,,,1,1,1
3873,Commix - szary,POLBRUK,,,,"56,58","307,5",14,"2,0337301587","36,78","28,044","22,8","30,0777301587",41,36,35,30,"37,00","39,50","7,28","7,66","36,50","39,00","6,87","7,25","29,50","32,00","1,18","1,56",,,"1,42","10,8",,"37,00",10,TAK,TAK,"1,08",1,1
3874,Triada,POLBRUK,,,,"86,10","307,5",,,"58,55","38,253","31,1",,41,36,32,30,"59,00",,"16,87",,"55,50",,"14,02",,"40,50",,"1,83",,,,,,,"59,00",8,,,0,1,1
3875,Triada - grafitowy,POLBRUK,,,,"67,65","307,5",11,"2,9119318182","46,68","35,67",29,"38,5819318182",40,35,31,29,"47,00","50,00","9,21","9,28","44,00","47,00","6,77","6,84","37,50","40,50","1,49","1,56",,,"1,79","9,6",,"47,00",8,TAK,TAK,"1,2",1,1
3876,Triada - nerino,POLBRUK,,,,"79,95","307,5",11,"2,9119318182","54,37","46,371","37,7","49,2829318182",41,36,32,30,"54,50","57,50","6,61","6,68","51,50","54,50","4,17","4,24","49,00","52,00","2,14","2,21",,,"1,79","9,6",,"54,50",8,TAK,TAK,"1,2",1,1
3877,Triada - onyx,POLBRUK,,,,"79,95","307,5",11,"2,9119318182","54,37","46,371","37,7","49,2829318182",41,36,32,30,"54,50","57,50","6,61","6,68","51,50","54,50","4,17","4,24","49,00","52,00","2,14","2,21",,,"1,79","9,6",,"54,50",8,,,"1,2",1,1
3878,Triada - stalowy,POLBRUK,,,,"79,95","307,5",11,"2,9119318182","54,37","46,371","37,7","49,2829318182",41,36,32,30,"54,50","57,50","6,61","6,68","51,50","54,50","4,17","4,24","49,00","52,00","2,14","2,21",,,"1,79","9,6",,"54,50",8,TAK,TAK,"1,2",1,1
3879,Triada - szary,POLBRUK,,,,"61,50","307,5",11,"2,9119318182","42,44","33,21",27,"36,1219318182",40,35,31,29,"42,50","45,50","7,55","7,62","40,00","43,00","5,52","5,59","35,00","38,00","1,46","1,53",,,"1,79","9,6",,"42,50",8,,,"1,2",1,1
3880,Lamell - bazaltowy,POLBRUK,,,,"15,99","307,5",16,"0,400390625","12,79","11,193","9,1","11,593390625",29,24,20,18,"13,00","14,00","1,47","1,96","12,50","13,00","1,06","1,14","12,00","12,50","0,66","0,74",,"24,92","1,20",48,,"13,00",,TAK,TAK,1,1,1
3881,Metrik - korten,POLBRUK,,,,"67,65","307,5",16,"2,1594101124",46,"38,253","31,1","40,4124101124",41,36,32,30,"46,50","49,00","6,70","6,98","43,50","46,00","4,27","4,54","40,50","43,00","1,83","2,10",,,"1,22","8,9",,"46,50",10,,,"0,89",1,1
3882,Multicomplex - cortado,POLBRUK,,,,"67,65","307,5",13,"1,9711538462",46,"38,253","31,1","40,2241538462",41,36,32,30,"46,50","48,50","6,70","6,73","43,50","45,50","4,27","4,29","40,50","42,50","1,83","1,85",,,"1,58",12,,"46,50",10,,,"1,2",1,1
3883,Multicomplex - ivory,POLBRUK,,,,"67,65","307,5",13,"1,9711538462",46,"38,253","31,1","40,2241538462",41,36,32,30,"46,50","48,50","6,70","6,73","43,50","45,50","4,27","4,29","40,50","42,50","1,83","1,85",,,"1,58",12,,"46,50",10,,,"1,2",1,1
3884,Ideo - cortado,POLBRUK,,,,"67,65","307,5",13,"1,9910644911",46,"38,253","31,1","40,2440644911",41,36,32,30,"46,50","48,50","6,70","6,71","43,50","45,50","4,27","4,27","40,50","42,50","1,83","1,83",,,"1,56","11,88",,"46,50",10,,,"1,188",1,1
3885,"Carmino - gładka, nerino",POLBRUK,,,,"67,65","307,5",16,"1,949163286",46,"38,253","31,1","40,202163286",41,36,32,30,"46,50","48,50","6,70","6,75","43,50","45,50","4,27","4,31","40,50","42,50","1,83","1,87",,,"1,30","9,86",,"46,50",10,,,"0,986",1,1
3886,"Carmino - postarzana, nerino",POLBRUK,,,,"86,10","307,5",16,"1,949163286","58,55","53,382","43,4","55,331163286",41,36,32,30,"59,00","61,00","4,57","4,61","55,50","57,50","1,72","1,76","56,50","58,50","2,53","2,58",,,"1,30","9,86",,"59,00",10,,,"0,986",1,1
3887,Nostalite 6cm - barwy jesieni,POLBRUK,,,,"67,65","307,5",13,"2,1233255075",46,"38,253","31,1","40,3763255075",41,36,32,30,"46,50","49,00","6,70","7,01","43,50","46,00","4,27","4,57","40,50","43,00","1,83","2,13",,,"1,50","11,14",,"46,50",10,,,"1,114",1,1
3888,Granito - brązowy,POLBRUK,,,,"56,58","307,5",14,"1,9593475213","36,78","30,504","24,8","32,4633475213",44,39,35,33,"37,00","39,00","5,28","5,31","35,00","37,00","3,66","3,69","32,50","34,50","1,62","1,66",,,"1,48","11,21",,"37,00",10,,,"1,121",1,1
3889,Trento - latte,POLBRUK,,,,"67,65","307,5",14,"2,0337301587",46,"38,253","31,1","40,2867301587",41,36,32,30,"46,50","49,00","6,70","7,08","43,50","46,00","4,27","4,64","40,50","43,00","1,83","2,21",,,"1,42","10,8",,"46,50",10,,,"1,08",1,1
3890,Napoli 6cm - cortado,POLBRUK,,,,"67,65","307,5",15,"2,05",46,"38,253","31,1","40,303",41,36,32,30,"46,50","49,00","6,70","7,07","43,50","46,00","4,27","4,63","40,50","43,00","1,83","2,19",,#ODWOŁANIE,"1,32",10,,"46,50",10,,,1,1,1
3891,Napoli 6cm - barwy jesieni,POLBRUK,,,,"67,65","307,5",15,"2,05",46,"38,253","31,1","40,303",41,36,32,30,"46,50","49,00","6,70","7,07","43,50","46,00","4,27","4,63","40,50","43,00","1,83","2,19",,#ODWOŁANIE,"1,32",10,,"46,50",10,,,1,1,1
3892,Napoli 6cm - brązowy,POLBRUK,,,,"56,58","307,5",15,"2,05","39,04","30,504","24,8","32,554",40,35,31,29,"39,50","42,00","7,31","7,68","37,00","39,50","5,28","5,65","32,50","35,00","1,62","1,99",,#ODWOŁANIE,"1,32",10,,"39,50",10,,,1,1,1
3893,Napoli 6cm - latte,POLBRUK,,,,"67,65","307,5",15,"2,05",46,"38,253","31,1","40,303",41,36,32,30,"46,50","49,00","6,70","7,07","43,50","46,00","4,27","4,63","40,50","43,00","1,83","2,19",,#ODWOŁANIE,"1,32",10,,"46,50",10,,,1,1,1
3894,Napoli 6cm - onyx,POLBRUK,,,,"67,65","307,5",15,"2,05",46,"38,253","31,1","40,303",41,36,32,30,"46,50","49,00","6,70","7,07","43,50","46,00","4,27","4,63","40,50","43,00","1,83","2,19",,#ODWOŁANIE,"1,32",10,,"46,50",10,,,1,1,1
3895,Napoli 6cm - galia,POLBRUK,,,,"67,65","307,5",15,"2,05",46,"38,253","31,1","40,303",41,36,32,30,"46,50","49,00","6,70","7,07","43,50","46,00","4,27","4,63","40,50","43,00","1,83","2,19",,#ODWOŁANIE,"1,32",10,,"46,50",10,,,1,1,1
3896,Magna 100x75x8cm - bazaltowy,POLBRUK,,,,"82,41","307,5",16,"2,40234375","57,69","52,7424","42,88","55,14474375",39,34,30,28,"58,00","60,50","4,27","4,35","54,50","57,00","1,43","1,51","55,50","58,00","2,24","2,32",,,"1,11",8,,"58,00",,TAK,TAK,1,1,1
3897,Magna 50x75x10cm - stalowy,POLBRUK,,,,"52,89","307,5",16,"1,6015625","42,31","33,8496","27,52","35,4511625",29,24,20,18,"42,50","44,50","7,03","7,36","40,50","42,50","5,41","5,73","36,00","38,00","1,75","2,07",,,"1,04",12,,"42,50",,TAK,TAK,1,1,1
3898,Magna 50x75x10cm - bazaltowy,POLBRUK,,,,"52,89","307,5",14,"1,8303571429","42,31","33,8496","27,52","35,6799571429",29,24,20,18,"42,50","44,50","7,03","7,17","40,50","42,50","5,41","5,54","36,00","38,00","1,75","1,89",,,"1,42",12,,"42,50",,TAK,TAK,1,1,1
3899,Magna 50x75x8cm - bazaltowy,POLBRUK,,,,"35,06","307,5",16,"1,201171875","28,05","22,4352","18,24","23,636371875",29,24,20,18,"28,50","30,00","4,93","5,17","27,00","28,50","3,71","3,95","24,00","25,50","1,27","1,52",,,"1,11",16,,"28,50",,TAK,TAK,1,1,1
3900,Impregnat Efekt 5l,POLBRUK,,,,"221,40","307,5",0,,"205,9","177,12",144,,16,11,7,5,"206,00","206,00","23,48","23,48","197,50","197,50","16,57","16,57","186,00","186,00","7,22","7,22",,,"1000,00",1,,"206,00",,,,1,0,0
3901,Piasek Polimerowy,POLBRUK,,,,"135,30","307,5",0,,"125,83","108,24",88,,16,11,7,5,"126,00","126,00","14,44","14,44","120,50","120,50","9,97","9,97","114,00","114,00","4,68","4,68",,,"1000,00",1,,"126,00",,,,1,0,0
3902,Piasek Polimerowy - piasek grafitowy,POLBRUK,,,,"135,30","307,5",0,,"125,83","108,24",88,,16,11,7,5,"126,00","126,00","14,44","14,44","120,50","120,50","9,97","9,97","114,00","114,00","4,68","4,68",,,"1000,00",1,,"126,00",,TAK,TAK,1,0,0
3903,Piasek Polimerowy - beżowy_piasek,POLBRUK,,,,"135,30","307,5",0,,"125,83","108,24",88,,16,11,7,5,"126,00","126,00","14,44","14,44","120,50","120,50","9,97","9,97","114,00","114,00","4,68","4,68",,,"1000,00",1,,"126,00",,TAK,TAK,1,0,0
3904,Bloczek Murro,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,1
3905,Bloczek Murro - grafitowy,POLBRUK,,,,"28,66","307,5",16,"0,48046875","23,5","18,3393","14,91","18,81976875",26,22,18,12,"24,00","24,50","4,60","4,62","22,50","23,00","3,38","3,40","19,50","20,00","0,94","0,96",,,"1,00",40,,"24,00",,,,40,1,1
3906,Bloczek Murro - latte,POLBRUK,,,,"28,66","307,5",16,"0,48046875","23,5","18,3393","14,91","18,81976875",26,22,18,12,"24,00","24,50","4,60","4,62","22,50","23,00","3,38","3,40","19,50","20,00","0,94","0,96",,,"1,00",40,,"24,00",,,,40,1,1
3907,Bloczek Murro - nerino,POLBRUK,,,,"28,66","307,5",16,"0,48046875","23,5","18,3393","14,91","18,81976875",26,22,18,12,"24,00","24,50","4,60","4,62","22,50","23,00","3,38","3,40","19,50","20,00","0,94","0,96",,,"1,00",40,,"24,00",,,,40,1,1
3908,Bloczek Murro - onyx,POLBRUK,,,,"28,66","307,5",16,"0,48046875","23,5","18,3393","14,91","18,81976875",26,22,18,12,"24,00","24,50","4,60","4,62","22,50","23,00","3,38","3,40","19,50","20,00","0,94","0,96",,,"1,00",40,,"24,00",,,,40,1,1
3909,Bloczek Murro - stalowy,POLBRUK,,,,"28,66","307,5",16,"0,48046875","23,5","18,3393","14,91","18,81976875",26,22,18,12,"24,00","24,50","4,60","4,62","22,50","23,00","3,38","3,40","19,50","20,00","0,94","0,96",,,"1,00",40,,"24,00",,,,40,1,1
3910,Daszek Murro,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,1
3911,Daszek Murro - grafitowy,POLBRUK,,,,"29,15","307,5",16,"0,48046875","25,07","18,6591","15,17","19,13956875",23,18,14,12,"25,50","26,00","5,56","5,58","24,00","24,50","4,34","4,36","20,00","20,50","1,09","1,11",,,"0,44",40,,"25,50",,,,1,1,1
3912,Daszek Murro - latte,POLBRUK,,,,"29,15","307,5",16,"0,48046875","25,07","18,6591","15,17","19,13956875",23,18,14,12,"25,50","26,00","5,56","5,58","24,00","24,50","4,34","4,36","20,00","20,50","1,09","1,11",,,"0,44",40,,"25,50",,,,1,1,1
3913,Daszek Murro - nerino,POLBRUK,,,,"29,15","307,5",16,"0,48046875","25,07","18,6591","15,17","19,13956875",23,18,14,12,"25,50","26,00","5,56","5,58","24,00","24,50","4,34","4,36","20,00","20,50","1,09","1,11",,,"0,44",40,,"25,50",,,,1,1,1
3914,Daszek Murro - onyx,POLBRUK,,,,"29,15","307,5",16,"0,48046875","25,07","18,6591","15,17","19,13956875",23,18,14,12,"25,50","26,00","5,56","5,58","24,00","24,50","4,34","4,36","20,00","20,50","1,09","1,11",,,"0,44",40,,"25,50",,,,1,1,1
3915,Daszek Murro - stalowy,POLBRUK,,,,"29,15","307,5",16,"0,48046875","25,07","18,6591","15,17","19,13956875",23,18,14,12,"25,50","26,00","5,56","5,58","24,00","24,50","4,34","4,36","20,00","20,50","1,09","1,11",,,"0,44",40,,"25,50",,,,1,1,1
3916,Obrzeże Treo 50x28x8,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,TAK,TAK,0,1,0
3917,Obrzeże Treo 50x28x8 - brązowy,POLBRUK,,,,"17,59","307,5",16,"0,4367897727","13,72","12,3123","10,01","12,7490897727",31,26,22,20,"14,00","14,50","1,37","1,42","13,50","14,00","0,97","1,02","13,00","13,50","0,56","0,61",,,"1,23",44,,"14,00",,TAK,TAK,1,1,0
3918,Obrzeże Treo 50x28x8 - grafitowy,POLBRUK,,,,"17,59","307,5",16,"0,4367897727","13,72","12,3123","10,01","12,7490897727",31,26,22,20,"14,00","14,50","1,37","1,42","13,50","14,00","0,97","1,02","13,00","13,50","0,56","0,61",,,"1,23",44,,"14,00",,TAK,TAK,1,1,0
3919,Obrzeże Treo 50x28x8 - stalowy,POLBRUK,,,,"17,59","307,5",16,"0,4367897727","13,72","12,3123","10,01","12,7490897727",31,26,22,20,"14,00","14,50","1,37","1,42","13,50","14,00","0,97","1,02","13,00","13,50","0,56","0,61",,,"1,23",44,,"14,00",,TAK,TAK,1,1,0
3920,Obrzeże Flesz 6x20x30 - beżowy,POLBRUK,,,,"17,59","307,5",16,"0,4367897727","13,72","12,3123","10,01","12,7490897727",31,26,22,20,"14,00","14,50","1,37","1,42","13,50","14,00","0,97","1,02","13,00","13,50","0,56","0,61",,,"1,23",44,,"14,00",,,,1,1,0
3921,Palisada Hestra 80cm,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
