LP,Nazwa,PRODUCENT,Dopłata bez rabatu,CENA SZTUKI BEZ RABATU,CENA KATALOGOWA NETTO,KATALOGOWA,CENA TRANSPORTU BRUTTO,ile na zest,cena transp b.,Rabat oferta,cena zakupu brutto fabryka,cena zakupu netto,cena zakupu brutto plac wieliczka,Rabat właściwy hurt,Rabat właściwy brukarski,Rabat właściwy detaliczny,rabat basic,FABRYKA DETAL,PLAC DETAL,ZYSK Z FABRYKI DETAL,ZYSK Z PLACU DETAL,FABRYKA HURT,PLAC HURT,ZYSK Z FABRYKI HURT,ZYSK Z PLACU  HURT,FABRYKA SPECJALNA,PLAC SPECJALNA,ZYSK Z FABRYKI  SPECJALNA,ZYSK Z PLACU SPECJALNA,CENA M2/szt,WAGA m2/szt,WAGA PALETY,PAKOWANIE m2/szt,CENA KURIERA,CENA STRONA,ILOŚĆ WARSTW,Sprzedawany z placu,Sprzedawany na warstwy,minimalna ilosc,paletowane,prowizja na sztuki
3922,Palisada Hestra 80cm - grafitowy utwardzany,POLBRUK,,,,"27,68","307,5",16,"0,5338541667","24,36","19,926","16,2","20,4598541667",21,16,12,10,"24,50","25,50","3,72","4,10","23,50","24,50","2,91","3,28","21,00","22,00","0,87","1,25",,,"1,31",36,,"24,50",,TAK,TAK,1,1,0
3923,Palisada Hestra 80cm - szary utwardzany,POLBRUK,,,,"27,68","307,5",16,"0,5338541667","24,36","19,926","16,2","20,4598541667",21,16,12,10,"24,50","25,50","3,72","4,10","23,50","24,50","2,91","3,28","21,00","22,00","0,87","1,25",,,"1,31",36,,"24,50",,TAK,TAK,1,1,0
3924,Palisada Hestra 60cm,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,TAK,TAK,0,1,0
3925,Palisada Hestra 60cm - grafitowy utwardzany,POLBRUK,,,,"19,80","307,5",14,"0,4067460317","17,42","14,2557","11,59","14,6624460317",21,16,12,10,"17,50","18,00","2,64","2,71","17,00","17,50","2,23","2,31","15,00","15,50","0,61","0,68",,,"1,47",54,,"17,50",,TAK,TAK,1,1,0
3926,Palisada Hestra 60cm - szary utwardzany,POLBRUK,,,,"19,80","307,5",14,"0,4067460317","17,42","14,2557","11,59","14,6624460317",21,16,12,10,"17,50","18,00","2,64","2,71","17,00","17,50","2,23","2,31","15,00","15,50","0,61","0,68",,,"1,47",54,,"17,50",,TAK,TAK,1,1,0
3927,Grando 40,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,1
3928,Grando 40 - grafitowy,POLBRUK,,,,"83,64","307,5",16,"2,40234375","75,28","52,89",43,"55,29234375",19,14,10,8,"75,50","78,00","18,38","18,46","72,00","74,50","15,54","15,62","56,00","58,50","2,53","2,61",,,"1,14",8,,"75,50",,TAK,TAK,1,1,1
3929,Grando 40 - stalowy,POLBRUK,,,,"83,64","307,5",16,"2,40234375","75,28","52,89",43,"55,29234375",19,14,10,8,"75,50","78,00","18,38","18,46","72,00","74,50","15,54","15,62","56,00","58,50","2,53","2,61",,,"1,14",8,,"75,50",,TAK,TAK,1,1,1
3930,Donica Tigiela,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,1
3931,Donica Tigiela - grafitowy,POLBRUK,,,,"46,74","307,5",16,"2,40234375","43,47","37,392","30,4","39,79434375",16,11,7,5,"43,50","46,00","4,97","5,05","42,00","44,50","3,75","3,83","39,50","42,00","1,71","1,79",,,"0,69",8,,"43,50",,TAK,TAK,1,1,1
3932,Donica Tigiela - stalowy,POLBRUK,,,,"46,74","307,5",16,"2,40234375","43,47","37,392","30,4","39,79434375",16,11,7,5,"43,50","46,00","4,97","5,05","42,00","44,50","3,75","3,83","39,50","42,00","1,71","1,79",,,"0,69",8,,"43,50",,TAK,TAK,1,1,1
3933,Gazon Abax,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,1
3934,Gazon Abax - brązowy,POLBRUK,,,,"39,36","307,5",16,"1,6015625","34,64","27,552","22,4","29,1535625",21,16,12,10,"35,00","37,00","6,06","6,38","33,50","35,50","4,84","5,16","29,00","31,00","1,18","1,50",,,"0,60",12,,"35,00",,TAK,TAK,1,1,1
3935,Gazon Abax - grafitowy,POLBRUK,,,,"39,36","307,5",16,"1,6015625","34,64","27,552","22,4","29,1535625",21,16,12,10,"35,00","37,00","6,06","6,38","33,50","35,50","4,84","5,16","29,00","31,00","1,18","1,50",,,"0,60",12,,"35,00",,TAK,TAK,1,1,1
3936,Gazon Abax - szary,POLBRUK,,,,"39,36","307,5",16,"1,6015625","34,64","27,552","22,4","29,1535625",21,16,12,10,"35,00","37,00","6,06","6,38","33,50","35,50","4,84","5,16","29,00","31,00","1,18","1,50",,,"0,60",12,,"35,00",,TAK,TAK,1,1,1
3937,Extrano - szary,POLBRUK,,,,"16,61","307,5",16,"0,48046875","14,62","10,2951","8,37","10,77556875",21,16,12,10,"15,00","15,50","3,83","3,84","14,00","14,50","3,01","3,03","11,00","11,50","0,57","0,59",,,"0,64",40,,"15,00",,,,1,1,1
3938,Extrano - grafitowy,POLBRUK,,,,"19,07","307,5",16,"0,48046875","16,78","11,8203","9,61","12,30076875",21,16,12,10,"17,00","17,50","4,21","4,23","16,50","17,00","3,80","3,82","12,50","13,00","0,55","0,57",,,"0,64",40,,"17,00",,,,1,1,1
3939,Gazon Abax,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,1
3940,Płytka chodnikowa 50x25x7,POLBRUK,,,,"15,38","307,5",13,"0,2956730769","8,92","7,0971","5,77","7,3927730769",51,46,42,40,"9,00","9,50","1,55","1,71","8,50","9,00","1,14","1,31","7,50","8,00","0,33","0,49",,,"1,61",80,,"9,00",,,,1,1,1
3941,Płytka chodnikowa 50x50x7,POLBRUK,,,,"20,05","307,5",13,"0,5913461538","11,63","8,241","6,7","8,8323461538",51,46,42,40,"12,00","13,00","3,06","3,39","11,00","12,00","2,24","2,58","9,00","10,00","0,62","0,95",,,"1,61",40,,"12,00",,,,1,1,1
3942,Krawężnik drogowy 15x30x50,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3943,Krawężnik drogowy 15x30x50 - szary,POLBRUK,,,,"33,21","307,5",10,"1,4642857143","25,9","14,1327","11,49","15,5969857143",31,26,22,20,"26,00","27,50","9,65","9,68","25,00","26,50","8,84","8,86","15,00","16,50","0,71","0,73",,,"2,08",21,,"26,00",,,,21,1,0
3944,Krawężnik wjazdowy15x22x100,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3945,Krawężnik wjazdowy15x22x100 - szary,POLBRUK,,,,"31,98","307,5",13,"1,5769230769","24,94","18,204","14,8","19,7809230769",31,26,22,20,"25,00","27,00","5,53","5,87","24,00","26,00","4,71","5,06","19,50","21,50","1,05","1,40",,,"1,53",15,,"25,00",,TAK,TAK,15,1,0
3946,Krawężnik drogowy 20x30x100,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3947,Krawężnik drogowy 20x30x100 - szary,POLBRUK,,,,"42,93","307,5",10,"2,05","33,49","23,739","19,3","25,789",31,26,22,20,"33,50","36,00","7,94","8,30","32,00","34,50","6,72","7,08","25,00","27,50","1,03","1,39",,,"2,02",15,,"33,50",,,,15,1,0
3948,Krawężnik wjazdowy 20x22x100,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3949,Krawężnik wjazdowy 20x22x100 - szary,POLBRUK,,,,"45,51","307,5",16,"1,6015625","40,05","30,9468","25,16","32,5483625",21,16,12,10,"40,50","42,50","7,77","8,09","38,50","40,50","6,14","6,46","32,50","34,50","1,26","1,59",,,"1,20",12,,"40,50",,,,12,1,0
3950,Krawężnik skośny 15x22/30x100,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3951,Krawężnik skośny 15x22/30x100 - lewy,POLBRUK,,,,"45,14","307,5",12,"2,1354166667","39,72","30,7008","24,96","32,8362166667",21,16,12,10,"40,00","42,50","7,56","7,86","38,00","40,50","5,93","6,23","32,50","35,00","1,46","1,76",,,"1,68",12,,"40,00",,,,12,1,0
3952,Krawężnik skośny 15x22/30x100 - prawy,POLBRUK,,,,"45,14","307,5",12,"2,1354166667","39,72","30,7008","24,96","32,8362166667",21,16,12,10,"40,00","42,50","7,56","7,86","38,00","40,50","5,93","6,23","32,50","35,00","1,46","1,76",,,"1,68",12,,"40,00",,,,12,1,0
3953,Krawężnik łukowy 15,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3954,"Krawężnik łukowy 15 - wklęsły, R5",POLBRUK,,,,"48,46","307,5",16,"1,28125","42,64","32,9517","26,79","34,23295",21,16,12,10,"43,00","44,50","8,17","8,35","41,00","42,50","6,54","6,72","35,00","36,50","1,67","1,84",,,"1,18",15,,"43,00",,,,15,1,0
3955,"Krawężnik łukowy 15 - wklęsły, R12",POLBRUK,,,,"48,46","307,5",16,"1,28125","42,64","32,9517","26,79","34,23295",21,16,12,10,"43,00","44,50","8,17","8,35","41,00","42,50","6,54","6,72","35,00","36,50","1,67","1,84",,,"1,18",15,,"43,00",,,,15,1,0
3956,"Krawężnik łukowy 15 - wklęsły, R3",POLBRUK,,,,"48,46","307,5",16,"1,28125","42,64","32,9517","26,79","34,23295",21,16,12,10,"43,00","44,50","8,17","8,35","41,00","42,50","6,54","6,72","35,00","36,50","1,67","1,84",,,"1,18",15,,"43,00",,,,15,1,0
3957,"Krawężnik łukowy 15 - wklęsły, R2",POLBRUK,,,,"48,46","307,5",16,"1,28125","42,64","32,9517","26,79","34,23295",21,16,12,10,"43,00","44,50","8,17","8,35","41,00","42,50","6,54","6,72","35,00","36,50","1,67","1,84",,,"1,18",15,,"43,00",,,,15,1,0
3958,"Krawężnik łukowy 15 - wklęsły, R1",POLBRUK,,,,"48,46","307,5",16,"1,28125","42,64","32,9517","26,79","34,23295",21,16,12,10,"43,00","44,50","8,17","8,35","41,00","42,50","6,54","6,72","35,00","36,50","1,67","1,84",,,"1,18",15,,"43,00",,,,15,1,0
3959,"Krawężnik łukowy 15 - wklęsły, R0,5",POLBRUK,,,,"48,46","307,5",16,"1,28125","42,64","32,9517","26,79","34,23295",21,16,12,10,"43,00","44,50","8,17","8,35","41,00","42,50","6,54","6,72","35,00","36,50","1,67","1,84",,,"1,18",15,,"43,00",,,,15,1,0
3960,"Krawężnik łukowy 15 - wypukły, R12",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3961,"Krawężnik łukowy 15 - wypukły, R8",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3962,"Krawężnik łukowy 15 - wypukły, R5",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3963,"Krawężnik łukowy 15 - wypukły, R3",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3964,"Krawężnik łukowy 15 - wypukły, R2",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3965,"Krawężnik łukowy 15 - wypukły, R1",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3966,"Krawężnik łukowy 15 - wypukły, R0,5",POLBRUK,,,,"48,46","307,5",16,"1,28125","46,04","38,4744","31,28","39,75565",14,9,5,3,"46,50","48,00","6,52","6,70","44,50","46,00","4,90","5,08","40,50","42,00","1,65","1,82",,,"1,18",15,,"46,50",,,,15,1,0
3967,Płyta ściekowa 25x33x8,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,,
3968,Płyta ściekowa 25x33x8 - grafitowy,POLBRUK,,,,"7,67","307,5",16,"0,5823863636","7,13","5,5104","4,48","6,0927863636",16,11,7,5,"7,50","8,50","1,62","1,96","7,00","8,00","1,21","1,55","6,00","7,00","0,40","0,74",,,"0,35",33,,"7,50",,TAK,TAK,1,1,1
3969,Płyta ściekowa 25x33x8 - szary,POLBRUK,,,,"6,15","307,5",16,"0,5823863636","5,72","3,936","3,2","4,5183863636",16,11,7,5,"6,00","7,00","1,68","2,02","5,50","6,50","1,27","1,61","4,50","5,50","0,46","0,80",,,"0,35",33,,"6,00",,TAK,TAK,1,1,1
3970,Płyta ściekowa 60x33,POLBRUK,,,,"22,63","307,5",16,"0,9609375","17,65","13,5792","11,04","14,5401375",31,26,22,20,"18,00","19,00","3,59","3,63","17,00","18,00","2,78","2,81","14,50","15,50","0,75","0,78",,,"1,08",20,,"18,00",,,,20,1,1
3971,Płyta ściekowa 60x50x15,POLBRUK,,,,"36,29","307,5",13,"1,1826923077","28,31","21,771","17,7","22,9536923077",31,26,22,20,"28,50","30,00","5,47","5,73","27,00","28,50","4,25","4,51","23,00","24,50","1,00","1,26",,,"1,60",20,,"28,50",,,,20,1,1
3972,Płyta ściekowa typ.trójkątny 50x33x15,POLBRUK,,,,"24,23","307,5",16,"1,201171875","18,9","14,5386","11,82","15,739771875",31,26,22,20,"19,00","20,50","3,63","3,87","18,00","19,50","2,81","3,06","15,50","17,00","0,78","1,02",,,"1,00",16,,"19,00",,,,16,1,1
3973,Płyta ściekowa typ.trójkątny 50x50x15,POLBRUK,,,,"38,13","307,5",15,"1,28125","29,74","22,878","18,6","24,15925",31,26,22,20,"30,00","31,50","5,79","5,97","28,50","30,00","4,57","4,75","24,50","26,00","1,32","1,50",,,"1,38",16,,"30,00",,,,16,1,1
3974,Krawężnik drogowy 20x30x50,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3975,Krawężnik drogowy 20x30x50 - szary,POLBRUK,,,,"33,21","307,5",12,"1,0677083333","25,9","17,5644","14,28","18,6321083333",31,26,22,20,"26,00","27,50","6,86","7,21","25,00","26,50","6,05","6,40","18,50","20,00","0,76","1,11",,,"1,64",24,,"26,00",,,,24,1,0
3976,Opornik 12x25x100,POLBRUK,,,,,"307,5",,,,,,,11,6,-1,,,,"0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,"0,00",,,,0,1,0
3977,Opornik 12x25x100 - szary,POLBRUK,,,,"28,01","307,5",12,"1,0677083333","21,85","16,113","13,1","17,1807083333",31,26,22,20,"22,00","23,50","4,79","5,14","21,00","22,50","3,97","4,32","17,00","18,50","0,72","1,07",,,"1,64",24,,"22,00",,,,1,1,1
3978,Exa - folk,POLBRUK,,,,"14,15","307,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,,,0,1,1
3979,Grosseto gładka - biały_k,KOST-BET,,,,"75,01","1174,65",12,"6,9919642857","45,74","56,26","45,74","63,25",13,10,5,25,"64,27","71,26","6,51","6,51","60,52","67,51","3,46","3,46","58,27","65,26","1,63","1,63",,"121,43","1,70",14,,"64,27",,,,14,1,0
3980,Grosseto gładka - szary,KOST-BET,,,,"75,01","1174,65",12,"6,9919642857","45,74","56,26","45,74","63,25",13,10,5,25,"64,27","71,26","6,51","6,51","60,52","67,51","3,46","3,46","58,27","65,26","1,63","1,63",,"121,43","1,70",14,,"64,27",,,,14,1,0
3981,Grosseto gładka - mocca,KOST-BET,,,,"75,01","1174,65",12,"6,9919642857","45,74","56,26","45,74","63,25",13,10,5,25,"64,27","71,26","6,51","6,51","60,52","67,51","3,46","3,46","58,27","65,26","1,63","1,63",,"121,43","1,70",14,,"64,27",,,,14,1,0
3982,Grosseto decore struktura,KOST-BET,,,,,"1174,65",,,0,0,0,,,,,,,"0,00",,,,"0,00",,,,"0,00",,,,,,,,,,,,0,1,0
3983,Grosseto decore struktura - grafitowy,KOST-BET,,,,"75,01","1174,65",12,"6,9919642857","45,74","56,26","45,74","63,25",13,10,5,25,"64,27","71,26","6,51","6,51","60,52","67,51","3,46","3,46","58,27","65,26","1,63","1,63",,"118,57","1,66",14,,"64,27",,,,14,1,0
3984,Bergamo - latte_k,KOST-BET,,,,"101,57","1174,65",15,"10,1701298701","61,93","76,18","61,93","86,35",13,10,5,25,"86,33","96,50","8,25","8,25","81,25","91,42","4,12","4,12","78,20","88,37","1,64","1,64",,"181,82","1,40","7,7",,"86,33",,,,"7,7",1,0
3985,Bergamo - lungo,KOST-BET,,,,"101,57","1174,65",15,"10,1701298701","61,93","76,18","61,93","86,35",13,10,5,25,"86,33","96,50","8,25","8,25","81,25","91,42","4,12","4,12","78,20","88,37","1,64","1,64",,"181,82","1,40","7,7",,"86,33",,,,"7,7",1,0
3986,Toronto - A6s Marago,KOST-BET,,,,"101,57","1174,65",13,"11,7347652348","61,93","76,18","61,93","87,91",13,10,5,25,"84,77","96,50","6,98","6,98","79,69","91,42","2,85","2,85","76,64","88,37","0,37","0,37",,"200,00","1,54","7,7",,"84,77",,,,"7,7",1,0
3987,Toronto - biały_k,KOST-BET,,,,"106,55","1174,65",13,"11,7347652348","64,97","79,91","64,97","91,65",13,10,5,25,"89,50","101,23","7,79","7,79","84,17","95,90","3,46","3,46","80,97","92,70","0,86","0,86",,"200,00","1,54","7,7",,"89,50",,,,"7,7",1,0
3988,Dakota - biały_k,KOST-BET,,,,"83,82","1174,65",13,"7,9962559564","51,11","62,87","51,11","70,86",13,10,5,25,"71,63","79,63","7,13","7,13","67,44","75,44","3,72","3,72","64,93","72,93","1,68","1,68",,"136,28","1,54","11,3",,"71,63",,,,"11,3",1,0
3989,Dakota - grafitowy,KOST-BET,,,,"78,14","1174,65",13,"7,9962559564","47,65","58,61","47,65","66,6",13,10,5,25,"66,24","74,24","6,21","6,21","62,33","70,33","3,03","3,03","59,99","67,99","1,13","1,13",,"136,28","1,54","11,3",,"66,24",,,,"11,3",1,0
3990,Kalifornia 6 MIKROFAZA - biały_k,KOST-BET,,,,"85,24","1174,65",13,"7,6251217137","51,98","63,93","51,98","71,56",13,10,5,25,"73,35","80,98","7,66","7,66","69,09","76,72","4,20","4,20","66,53","74,16","2,12","2,12",,"135,02","1,60","11,85",,"73,35",,,,"11,85",1,0
3991,Kalifornia 6 MIKROFAZA - grafitowy,KOST-BET,,,,"78,14","1174,65",13,"7,6251217137","47,65","58,61","47,65","66,23",13,10,5,25,"66,61","74,24","6,51","6,51","62,70","70,33","3,33","3,33","60,36","67,99","1,43","1,43",,"135,02","1,60","11,85",,"66,61",,,,"11,85",1,0
3992,Kalifornia 6 MIKROFAZA - A6s Marago,KOST-BET,,,,"81,27","1174,65",13,"7,6251217137","49,55","60,95","49,55","68,58",13,10,5,25,"69,58","77,21","7,02","7,02","65,52","73,15","3,72","3,72","63,08","70,71","1,73","1,73",,"135,02","1,60","11,85",,"69,58",,,,"11,85",1,0
3993,Kalifornia 6 - biały_k,KOST-BET,,,,"85,24","1174,65",13,"7,6251217137","51,98","63,93","51,98","71,56",13,10,5,25,"73,35","80,98","7,66","7,66","69,09","76,72","4,20","4,20","66,53","74,16","2,12","2,12",,"135,02","1,60","11,85",,"73,35",,,,"11,85",1,0
3994,Aprilia gładka - cappucino,KOST-BET,,,,"101,57","1174,65",13,"10,6303167421","61,93","76,18","61,93","86,81",13,10,5,25,"85,87","96,50","7,88","7,88","80,79","91,42","3,75","3,75","77,74","88,37","1,27","1,27",,"183,53","1,56","8,5",,"85,87",,,,"8,5",1,0
3995,Aprilia gładka - romano,KOST-BET,,,,"101,57","1174,65",13,"10,6303167421","61,93","76,18","61,93","86,81",13,10,5,25,"85,87","96,50","7,88","7,88","80,79","91,42","3,75","3,75","77,74","88,37","1,27","1,27",,"183,53","1,56","8,5",,"85,87",,,,"8,5",1,0
3996,Aprilia gładka - A6s Marago,KOST-BET,,,,"98,03","1174,65",13,"10,6303167421","59,77","73,52","59,77","84,15",13,10,5,25,"82,50","93,13","7,30","7,30","77,60","88,23","3,31","3,31","74,66","85,29","0,92","0,92",,"183,53","1,56","8,5",,"82,50",,,,"8,5",1,0
3997,Aprilia gładka - espresso,KOST-BET,,,,"101,57","1174,65",13,"10,6303167421","61,93","76,18","61,93","86,81",13,10,5,25,"85,87","96,50","7,88","7,88","80,79","91,42","3,75","3,75","77,74","88,37","1,27","1,27",,"183,53","1,56","8,5",,"85,87",,,,"8,5",1,0
3998,Aprilia gładka - lungo,KOST-BET,,,,"101,57","1174,65",13,"10,6303167421","61,93","76,18","61,93","86,81",13,10,5,25,"85,87","96,50","7,88","7,88","80,79","91,42","3,75","3,75","77,74","88,37","1,27","1,27",,"183,53","1,56","8,5",,"85,87",,,,"8,5",1,0
3999,Aprilia gładka - latte_k,KOST-BET,,,,"101,57","1174,65",13,"10,6303167421","61,93","76,18","61,93","86,81",13,10,5,25,"85,87","96,50","7,88","7,88","80,79","91,42","3,75","3,75","77,74","88,37","1,27","1,27",,"183,53","1,56","8,5",,"85,87",,,,"8,5",1,0
4000,Nevada,KOST-BET,,,,,"1174,65",,,0,0,0,,13,10,5,,,"0,00",,,,"0,00",,,,"0,00",,,,,,,,,,,,0,1,0
4001,Nevada - biały_k,KOST-BET,,,,"85,24","1174,65",12,"8,2258403361","51,98","63,93","51,98","72,16",13,10,5,25,"72,75","80,98","7,17","7,17","68,49","76,72","3,71","3,71","65,93","74,16","1,63","1,63",,"136,13","1,62","11,9",,"72,75",,,,"11,9",1,0
4002,Nevada - cappucino,KOST-BET,,,,"81,27","1174,65",12,"8,2258403361","49,55","60,95","49,55","69,18",13,10,5,25,"68,98","77,21","6,53","6,53","64,92","73,15","3,23","3,23","62,48","70,71","1,25","1,25",,"136,13","1,62","11,9",,"68,98",,,,"11,9",1,0
4003,Nevada - espresso,KOST-BET,,,,"78,14","1174,65",12,"8,2258403361","47,65","58,61","47,65","66,83",13,10,5,25,"66,01","74,24","6,02","6,02","62,10","70,33","2,84","2,84","59,76","67,99","0,94","0,94",,"136,13","1,62","11,9",,"66,01",,,,"11,9",1,0
4004,Nevada - frappe,KOST-BET,,,,"81,27","1174,65",12,"8,2258403361","49,55","60,95","49,55","69,18",13,10,5,25,"68,98","77,21","6,53","6,53","64,92","73,15","3,23","3,23","62,48","70,71","1,25","1,25",,"136,13","1,62","11,9",,"68,98",,,,"11,9",1,0
4005,Nevada - latte_k,KOST-BET,,,,"78,14","1174,65",12,"8,2258403361","47,65","58,61","47,65","66,83",13,10,5,25,"66,01","74,24","6,02","6,02","62,10","70,33","2,84","2,84","59,76","67,99","0,94","0,94",,"136,13","1,62","11,9",,"66,01",,,,"11,9",1,0
4006,Nevada - lungo,KOST-BET,,,,"78,14","1174,65",12,"8,2258403361","47,65","58,61","47,65","66,83",13,10,5,25,"66,01","74,24","6,02","6,02","62,10","70,33","2,84","2,84","59,76","67,99","0,94","0,94",,"136,13","1,62","11,9",,"66,01",,,,"11,9",1,0
4007,Nevada - romano,KOST-BET,,,,"81,27","1174,65",12,"8,2258403361","49,55","60,95","49,55","69,18",13,10,5,25,"68,98","77,21","6,53","6,53","64,92","73,15","3,23","3,23","62,48","70,71","1,25","1,25",,"136,13","1,62","11,9",,"68,98",,,,"11,9",1,0
4008,Nevada - A6 Marago,KOST-BET,,,,"81,27","1174,65",12,"8,2258403361","49,55","60,95","49,55","69,18",13,10,5,25,"68,98","77,21","6,53","6,53","64,92","73,15","3,23","3,23","62,48","70,71","1,25","1,25",,"136,13","1,62","11,9",,"68,98",,,,"11,9",1,0
4009,Nevada - A6s Marago,KOST-BET,,,,"81,27","1174,65",12,"8,2258403361","49,55","60,95","49,55","69,18",13,10,5,25,"68,98","77,21","6,53","6,53","64,92","73,15","3,23","3,23","62,48","70,71","1,25","1,25",,"136,13","1,62","11,9",,"68,98",,,,"11,9",1,0
4010,Nevada - grafitowy,KOST-BET,,,,"78,14","1174,65",12,"8,2258403361","47,65","58,61","47,65","66,83",13,10,5,25,"66,01","74,24","6,02","6,02","62,10","70,33","2,84","2,84","59,76","67,99","0,94","0,94",,"136,13","1,62","11,9",,"66,01",,,,"11,9",1,0
4011,Rossano 6 - A3ota Jesień,KOST-BET,,,,"75,01","1174,65",13,"7,8571906355","39,64","48,76","39,64","56,61",23,20,15,35,"55,90","63,76","5,81","5,81","52,15","60,01","2,76","2,76","49,90","57,76","0,93","0,93",,"135,65","1,56","11,5",,"55,90",,,,"11,5",1,0
4012,Rossano 6 - wanilia,KOST-BET,,,,"78,14","1174,65",13,"7,8571906355","41,29","50,79","41,29","58,65",23,20,15,35,"58,56","66,42","6,32","6,32","54,66","62,52","3,15","3,15","52,31","60,17","1,24","1,24",,"135,65","1,56","11,5",,"58,56",,,,"11,5",1,0
4013,Rossano 6 - romano,KOST-BET,,,,"81,27","1174,65",13,"7,8571906355","42,95","52,83","42,95","60,68",23,20,15,35,"61,22","69,08","6,83","6,83","57,16","65,02","3,53","3,53","54,72","62,58","1,54","1,54",,"135,65","1,56","11,5",,"61,22",,,,"11,5",1,0
4014,Rossano 6 - cappucino,KOST-BET,,,,"81,27","1174,65",13,"7,8571906355","42,95","52,83","42,95","60,68",23,20,15,35,"61,22","69,08","6,83","6,83","57,16","65,02","3,53","3,53","54,72","62,58","1,54","1,54",,"135,65","1,56","11,5",,"61,22",,,,"11,5",1,0
4015,Rossano 6 - łosoś_k,KOST-BET,,,,"81,27","1174,65",13,"7,8571906355","42,95","52,83","42,95","60,68",23,20,15,35,"61,22","69,08","6,83","6,83","57,16","65,02","3,53","3,53","54,72","62,58","1,54","1,54",,"135,65","1,56","11,5",,"61,22",,,,"11,5",1,0
4016,Akropolis 6 mikrofaza - frappe,KOST-BET,,,,"76,57","1174,65",12,"7,5298076923","40,46","49,77","40,46","57,3",23,20,15,35,"57,56","65,09","6,33","6,33","53,73","61,26","3,22","3,22","51,43","58,96","1,35","1,35",,"132,31","1,72",13,,"57,56",,,,13,1,0
